transaction_id|date_id|transaction_type_id|account_id|channel_id|location_id|currency_id|transaction_amount|transaction_status
66141|899|2|68|3|1|1|905.08|Failed
77404|1780|3|53|3|14|1|3289.07|Completed
16386|955|3|8|1|45|3|6093.16|Failed
8976|310|3|30|5|30|1|1867.69|Pending
83416|1756|4|95|2|6|1|1152.99|Completed
79981|205|3|80|1|17|2|2152.54|Failed
56505|1659|3|78|4|6|2|3613.45|Failed
79603|325|4|19|5|24|1|3325.91|Pending
68852|930|2|52|2|43|1|2065.06|Completed
52068|1173|4|58|1|32|1|3152.9|Completed
42905|362|1|32|4|9|3|843.77|Completed
62821|1062|2|59|4|21|2|710.0|Pending
5532|426|2|43|2|8|3|9778.96|Pending
48118|216|1|67|2|4|1|3765.44|Failed
32901|1571|3|16|1|16|2|2491.63|Completed
30155|498|2|31|5|4|1|9844.41|Failed
82217|433|2|51|4|11|2|9468.17|Pending
28455|921|2|49|3|50|3|5280.98|Completed
90852|1067|4|20|3|2|2|3809.08|Completed
70661|569|2|64|4|43|3|3016.79|Failed
73909|154|2|54|3|47|3|2128.23|Completed
31137|340|4|97|5|7|2|3131.96|Pending
8351|92|3|6|5|19|3|8682.5|Completed
77371|84|1|59|2|44|1|987.26|Failed
85743|39|4|10|5|7|2|496.91|Failed
60182|90|2|83|4|3|1|3574.95|Failed
89681|536|4|54|4|5|2|4865.64|Completed
21460|315|3|14|2|18|2|2267.5|Pending
2629|1372|3|81|3|7|2|266.15|Failed
99585|1497|3|21|5|16|2|6469.78|Completed
94745|263|2|34|4|29|2|6756.59|Pending
58108|1293|3|91|5|22|3|8367.88|Pending
95815|1022|1|15|3|7|3|4745.37|Failed
71361|1581|4|44|1|31|3|5141.17|Pending
67996|919|3|89|2|18|3|5444.88|Failed
39779|854|2|70|1|45|2|8443.88|Failed
96982|622|3|100|1|9|3|9937.83|Failed
81700|751|4|78|4|23|2|3734.12|Failed
86520|174|2|36|5|39|3|3322.88|Pending
99576|695|4|45|1|48|2|1350.0|Completed
96568|51|1|29|2|30|1|8787.56|Pending
50486|1326|1|24|3|18|2|2101.13|Completed
54183|1180|2|47|1|25|2|8855.85|Failed
40197|1292|4|71|2|49|3|786.58|Pending
81420|619|3|18|3|4|3|2.91|Failed
61892|1564|4|51|4|47|1|9003.74|Pending
26577|1492|1|18|5|42|2|7212.09|Completed
3676|190|3|88|1|26|1|4533.8|Pending
82351|201|4|12|1|8|2|4638.47|Pending
57458|535|4|84|2|6|1|3264.14|Completed
41052|1625|2|7|1|7|2|8778.82|Failed
56631|678|3|96|1|49|2|179.37|Failed
33791|1826|2|56|4|26|1|828.21|Completed
17917|290|2|82|1|50|2|1919.57|Failed
32153|601|2|65|5|11|1|5244.01|Completed
69216|1173|3|23|5|32|2|137.41|Failed
70002|536|2|73|1|44|1|9242.92|Failed
88880|936|4|11|3|40|1|5553.88|Completed
56410|1711|1|52|4|19|1|7642.83|Failed
89579|691|1|50|2|35|3|9539.47|Pending
50927|353|1|19|2|17|3|7817.67|Completed
73393|1125|2|23|5|22|2|2824.58|Failed
3501|203|2|44|2|14|2|3473.32|Failed
11350|1038|3|87|4|9|3|6509.16|Failed
34844|923|4|49|2|40|2|7558.07|Pending
20989|1761|2|5|4|10|3|9092.76|Completed
81756|1600|4|66|4|42|3|6834.52|Pending
15209|1658|1|57|4|26|1|2157.47|Completed
84885|988|4|40|2|5|1|4638.52|Completed
13644|1448|3|9|1|38|3|3516.26|Pending
89587|480|2|53|2|8|2|3347.87|Failed
54195|877|1|42|3|35|1|8603.62|Completed
17935|1399|1|50|5|36|3|4157.85|Completed
35592|813|2|37|3|25|1|9918.43|Pending
76766|1127|4|82|2|28|1|7651.85|Completed
77696|40|4|35|1|29|1|523.34|Pending
54107|1432|1|29|2|21|3|2486.58|Completed
34751|1035|4|73|1|46|2|970.3|Failed
36163|1358|3|27|4|42|1|1032.68|Pending
73103|1806|2|81|4|25|1|2370.29|Failed
1462|169|3|97|5|16|3|9069.08|Failed
96242|1691|2|40|3|48|2|4120.27|Pending
95562|667|3|88|5|9|3|6007.88|Completed
25102|570|1|50|5|41|2|6404.22|Pending
8055|968|4|59|2|49|3|269.87|Pending
97510|1811|2|84|4|11|3|566.59|Pending
58258|255|3|95|1|6|3|4593.54|Failed
1372|1483|4|77|3|13|3|1416.38|Completed
30614|1340|1|96|2|32|3|6848.72|Failed
55356|1322|2|65|5|5|3|1545.93|Failed
37519|873|1|29|5|37|2|8619.99|Completed
49871|864|3|93|5|25|3|2051.93|Pending
95135|1523|2|49|1|4|1|6376.46|Completed
59157|673|2|17|2|4|3|6926.28|Completed
69841|661|3|40|5|50|3|7757.92|Completed
62294|1505|4|2|4|18|3|1315.21|Pending
98359|76|4|81|3|26|3|3586.18|Failed
91573|1233|1|13|4|33|1|4792.57|Completed
33677|558|2|25|4|15|1|5932.98|Completed
16747|1242|2|61|2|16|2|1737.95|Completed
93992|481|1|87|3|23|2|7256.46|Completed
60910|779|3|5|1|37|3|4988.52|Failed
92617|411|4|59|1|20|1|784.11|Pending
15154|729|2|46|2|44|1|1668.87|Pending
36005|1093|1|4|1|19|2|5553.69|Failed
87541|189|1|100|5|11|1|136.24|Failed
8443|642|3|66|5|12|1|861.39|Completed
8202|536|2|76|2|25|1|295.46|Failed
89572|95|4|17|3|25|3|5321.51|Failed
35611|293|4|14|4|9|1|2656.74|Failed
86733|1310|1|5|1|39|2|9683.12|Pending
62282|1608|3|3|4|29|3|1001.96|Pending
15713|626|3|76|3|12|2|7396.21|Failed
53842|1325|4|72|1|20|3|4347.54|Completed
83281|1474|1|10|2|17|3|2406.97|Pending
88308|846|4|77|3|7|1|7365.91|Completed
22854|784|2|69|4|43|1|9533.35|Failed
46385|1725|3|27|3|28|3|7277.9|Completed
94960|1258|3|20|1|28|3|5593.67|Completed
48717|209|2|50|5|12|1|2260.56|Completed
64516|567|2|5|1|12|3|661.37|Failed
43274|1068|4|57|2|27|1|536.99|Failed
21367|765|4|86|4|50|3|6896.4|Failed
66378|1724|4|80|4|2|1|7505.31|Failed
45482|1280|4|94|5|47|3|1854.19|Pending
41880|1741|1|2|3|18|3|9874.64|Pending
146|326|2|74|1|24|3|9287.22|Completed
27836|1105|3|32|2|49|2|995.62|Failed
80697|395|4|7|2|32|3|4594.37|Pending
75394|938|1|14|4|50|2|6382.34|Completed
86807|560|2|89|2|27|3|9725.82|Failed
46741|1479|3|5|2|39|3|4957.18|Completed
69461|9|2|71|4|23|3|9050.11|Failed
86608|1733|4|18|4|45|3|522.62|Failed
70214|474|2|62|3|8|3|7932.03|Failed
39851|718|1|10|1|16|3|9984.86|Completed
47162|721|2|87|2|32|1|5412.06|Completed
88208|810|4|98|5|18|2|424.93|Pending
28028|1368|1|35|5|49|3|1009.89|Failed
38454|1023|4|74|5|30|1|312.7|Failed
57865|674|2|49|4|7|2|1068.52|Failed
88147|423|2|23|1|24|2|9688.31|Completed
64311|1671|3|16|2|5|3|6106.55|Pending
68715|1755|2|81|3|2|1|52.12|Completed
45555|1197|2|55|3|16|1|9966.32|Pending
76646|693|4|83|4|9|3|3222.22|Completed
86359|1558|2|69|5|43|1|8849.25|Pending
17114|116|2|70|3|35|2|8241.91|Completed
40548|606|1|21|4|4|2|8611.5|Failed
45866|813|4|81|1|38|2|5638.34|Failed
83978|1037|4|17|2|38|3|6064.04|Pending
49643|311|2|68|3|50|3|9818.39|Failed
94163|190|1|43|2|17|2|9960.33|Failed
34960|592|1|12|2|15|3|9067.3|Pending
12810|1700|4|97|2|38|1|3199.22|Pending
141|757|1|96|1|13|1|4531.78|Pending
36318|939|3|63|1|32|3|4880.92|Failed
37225|167|1|80|1|24|1|1528.03|Pending
34722|1021|2|53|3|43|3|3315.23|Failed
7778|253|3|18|5|20|3|791.72|Failed
6517|573|3|51|5|36|1|9771.34|Completed
86842|75|3|62|5|33|3|4756.77|Completed
31787|1256|1|52|1|17|2|3088.97|Pending
68499|306|2|53|1|40|3|7922.89|Pending
43014|635|1|41|1|36|1|439.24|Completed
19643|1539|4|44|5|36|2|3689.12|Failed
22512|1296|3|95|1|31|2|5404.34|Failed
14831|114|1|92|4|10|2|24.53|Completed
20651|628|2|75|1|26|1|8705.78|Pending
77987|1778|1|81|2|16|1|8719.0|Completed
34038|1004|4|39|5|46|2|6125.89|Failed
57801|430|4|42|3|47|3|6318.17|Pending
76320|1614|2|47|2|25|2|8769.08|Failed
65725|1518|1|15|3|42|1|7959.4|Completed
50188|1216|1|47|5|25|2|2970.84|Pending
34363|812|1|55|2|27|2|5268.86|Failed
78694|666|1|30|1|41|2|2271.73|Pending
69640|1672|1|97|5|25|2|6974.01|Failed
4975|208|4|21|2|18|1|264.75|Pending
6393|967|2|97|2|6|2|3508.21|Failed
70588|576|2|97|5|18|2|6339.09|Completed
2934|1470|2|59|3|25|1|6757.28|Pending
92162|794|2|21|5|20|2|5901.05|Failed
37021|720|4|53|1|46|3|1221.67|Completed
60741|1157|4|13|2|36|1|6347.35|Failed
9623|657|1|39|4|27|1|6068.76|Failed
27878|1572|2|96|4|37|2|5892.1|Completed
90303|524|2|53|2|36|2|2253.03|Completed
37741|836|4|13|5|8|3|3636.4|Completed
81184|161|4|8|4|9|1|6458.32|Pending
71396|552|1|79|4|28|2|9918.41|Completed
73940|1521|3|31|3|5|2|1386.38|Pending
32086|491|3|6|3|31|3|1478.94|Pending
70974|1320|1|76|1|47|3|3960.77|Failed
59314|954|1|7|5|34|1|8057.54|Failed
52356|807|2|92|1|7|1|4100.81|Failed
58469|1229|1|73|3|50|1|6202.12|Completed
97317|450|2|18|3|13|1|3634.65|Pending
68626|994|2|90|1|20|1|9124.4|Completed
26789|1364|1|95|3|19|1|4291.4|Completed
29678|705|1|9|3|40|3|7511.22|Failed
8974|1771|3|22|1|5|1|2592.47|Completed
72714|901|2|49|3|19|2|9686.17|Pending
72833|1679|3|49|5|9|3|3196.56|Pending
89323|869|3|3|2|45|3|9821.99|Completed
30787|812|2|80|3|37|2|6722.77|Pending
34874|1498|1|78|5|26|2|8021.3|Completed
8168|346|3|89|5|22|3|7427.29|Failed
56376|791|2|35|3|35|3|2090.25|Completed
94938|1614|2|61|5|31|2|6107.11|Failed
64243|749|3|38|3|10|1|3043.81|Completed
21892|1372|2|21|3|36|3|5554.6|Pending
93144|160|3|46|1|13|2|7601.77|Completed
70473|1707|4|49|1|49|3|3991.56|Pending
28327|1547|4|1|4|29|1|3481.45|Failed
85414|375|2|57|5|34|1|6642.78|Failed
4856|474|4|12|2|31|2|7045.28|Failed
57486|614|4|37|1|16|2|9657.96|Pending
79283|1618|1|16|2|48|2|3644.71|Pending
83596|1637|3|69|2|1|2|7322.57|Completed
74399|1082|4|48|3|20|1|1914.97|Pending
41615|110|4|72|4|49|2|5770.1|Completed
30839|1616|4|94|4|28|3|5020.36|Failed
30819|1718|4|20|4|5|2|5227.32|Failed
3748|707|2|35|4|13|2|5083.52|Failed
62551|444|4|38|5|48|1|5054.29|Completed
29594|553|3|53|1|12|1|1619.34|Failed
57804|837|3|58|5|41|1|1202.92|Pending
94630|675|3|69|5|11|2|8173.33|Completed
93427|302|2|46|3|48|3|8265.96|Pending
64685|1127|1|22|2|48|2|7875.36|Failed
41784|54|3|75|2|11|3|8523.68|Pending
28001|627|4|21|2|15|3|8218.05|Completed
98518|744|1|31|2|1|1|4461.9|Pending
32997|428|2|91|5|7|2|318.3|Pending
10052|1636|3|55|2|27|2|2333.5|Failed
55448|729|3|19|1|18|3|2385.37|Pending
438|873|4|5|4|29|2|8976.0|Failed
7699|1312|1|1|2|21|2|3296.66|Completed
30351|742|4|30|2|38|1|2583.97|Failed
62084|1737|2|50|5|50|2|9441.38|Pending
8576|28|3|46|2|37|3|7956.11|Failed
74487|357|1|91|1|42|1|1867.01|Failed
79475|741|1|66|4|21|3|6956.45|Failed
79909|75|3|37|2|8|3|9540.98|Pending
29173|1332|4|68|1|2|1|4996.0|Pending
1582|1308|3|48|4|44|3|8639.89|Completed
57857|1581|1|62|1|18|2|9802.41|Completed
26970|940|1|85|1|19|1|5289.06|Completed
35801|1190|2|16|1|23|2|4499.91|Completed
66063|115|2|59|1|11|1|5057.66|Failed
98132|738|1|2|3|34|3|4783.38|Completed
2229|1420|2|40|2|1|2|326.29|Completed
16698|488|3|21|3|49|2|3405.49|Completed
98670|244|1|53|1|22|2|9281.89|Failed
86256|1051|1|49|4|29|1|8489.34|Completed
27191|691|1|26|1|1|2|8995.67|Pending
75251|1524|1|15|1|32|3|3282.52|Completed
94247|920|1|23|3|4|2|4055.07|Completed
52386|33|4|16|4|15|1|8110.98|Failed
49354|1377|1|76|1|2|3|4558.62|Pending
516|761|1|56|3|32|1|1525.61|Completed
89719|451|2|34|4|18|2|1261.76|Failed
43648|1002|1|17|5|43|3|2918.61|Pending
64069|690|1|72|1|48|2|9036.38|Pending
73417|1647|3|1|1|47|3|8439.84|Completed
73651|205|3|100|4|39|1|9579.18|Pending
89971|146|2|46|2|3|3|5663.62|Pending
17089|112|1|52|5|37|1|9139.35|Completed
62298|1059|3|100|3|41|2|2845.52|Pending
57947|236|2|8|5|34|2|7039.48|Completed
53454|435|2|60|4|36|3|4787.77|Failed
58276|1138|3|12|1|40|1|8683.4|Pending
86893|123|4|28|4|28|2|2680.34|Failed
20107|593|4|13|4|35|3|2049.1|Pending
77873|1431|1|5|2|50|3|2012.39|Pending
34086|822|4|23|3|49|2|5337.21|Failed
43874|1348|1|99|2|33|3|5455.83|Completed
94873|687|4|76|5|29|2|6911.17|Failed
62959|1216|3|10|3|23|2|3453.96|Failed
9233|1796|1|21|5|37|2|9575.92|Failed
52450|1720|1|93|3|49|3|36.23|Failed
18474|426|4|48|3|13|3|8944.62|Failed
12050|710|3|42|4|30|3|8026.07|Failed
93152|1199|4|76|4|10|3|7203.52|Failed
63560|323|4|40|3|2|2|3339.37|Failed
7487|1815|2|90|5|43|3|7288.56|Completed
99212|984|2|39|2|17|2|7588.23|Completed
40641|1204|3|74|4|48|1|5457.09|Completed
15616|1504|1|75|2|27|3|8100.94|Failed
6045|861|1|30|3|3|3|3002.2|Failed
22272|681|3|58|4|27|2|2982.05|Pending
37917|1776|1|25|1|45|2|9516.88|Pending
41231|1055|4|9|5|12|2|2739.75|Pending
27940|273|4|85|2|44|3|3793.56|Completed
55247|1203|1|34|4|9|2|4302.21|Completed
35067|1469|3|45|5|49|1|3417.7|Pending
16142|932|2|44|1|13|2|5147.54|Failed
29315|708|2|97|4|28|1|4474.3|Completed
89074|1785|3|61|4|24|1|1457.36|Pending
76292|1094|3|58|4|20|2|2560.97|Pending
76781|551|3|63|2|40|1|2317.52|Pending
22577|671|4|66|5|7|1|7463.91|Completed
45238|338|1|92|1|4|1|268.6|Failed
79630|1803|1|57|5|34|3|3014.4|Completed
70107|1073|4|91|3|17|2|4619.03|Completed
31026|406|4|15|1|41|1|7447.16|Completed
46105|163|1|93|2|34|2|4541.37|Pending
34507|185|2|6|5|21|3|6402.04|Failed
895|981|1|98|4|23|1|608.06|Completed
32521|79|1|66|2|12|2|2493.26|Failed
69698|1308|2|84|1|6|1|7227.82|Failed
23617|96|2|71|5|3|3|8100.5|Pending
1585|1253|1|40|5|9|1|2272.93|Failed
26882|324|2|60|3|41|2|1064.56|Pending
92614|1791|1|40|4|49|2|4643.6|Failed
89728|850|1|10|2|24|1|8970.98|Completed
73736|266|4|80|5|42|3|9918.27|Failed
93601|592|4|13|5|23|2|6648.12|Failed
29509|1504|2|98|1|21|3|4576.73|Pending
59182|1257|4|48|3|42|1|7113.4|Failed
11569|1823|3|37|4|2|2|9091.67|Pending
5450|583|3|76|1|48|1|3777.31|Failed
72761|1202|2|14|2|3|3|2114.51|Failed
75187|646|2|20|1|44|2|142.31|Pending
79063|1818|4|63|1|23|1|9680.55|Completed
34380|294|2|8|3|20|1|9737.8|Completed
26173|508|4|86|3|20|3|1267.31|Completed
98322|897|3|41|5|30|2|4468.13|Failed
87464|1501|2|22|2|31|2|5094.9|Pending
15747|278|2|92|5|32|3|7645.25|Completed
26853|797|1|12|1|40|2|1312.66|Pending
89770|269|2|53|2|42|1|3196.08|Failed
26234|1073|2|61|4|32|2|6755.71|Pending
98444|376|4|6|2|19|3|839.63|Completed
81748|62|1|33|1|46|1|4268.5|Pending
39524|888|1|51|1|2|3|1006.37|Pending
15379|1645|1|97|5|20|1|1128.05|Pending
89924|320|2|52|2|26|2|5429.62|Pending
30770|723|2|1|3|28|3|8529.67|Failed
40578|608|4|16|4|49|1|4863.0|Completed
53173|300|1|44|1|49|3|1664.63|Pending
49876|1106|3|68|2|36|1|9964.09|Pending
96317|1678|2|38|4|35|1|8585.81|Failed
77837|1514|3|42|2|35|2|9652.99|Completed
80821|357|4|31|2|6|1|5828.89|Pending
44570|505|2|1|3|12|3|569.3|Completed
68242|989|4|31|4|50|2|3505.95|Pending
77762|1282|3|5|1|29|2|7173.44|Failed
45401|1705|3|14|3|12|3|5673.02|Completed
44173|590|2|30|1|21|1|4153.51|Pending
44814|71|4|69|3|39|2|7993.72|Pending
42058|1804|2|55|1|47|3|9149.39|Failed
99404|1537|4|15|2|35|1|267.6|Failed
21900|200|1|29|5|38|1|4475.72|Completed
49819|1750|4|29|3|15|3|2750.67|Failed
9448|429|1|86|2|22|2|6980.28|Pending
14536|1690|3|95|3|15|1|5684.71|Pending
23051|1570|2|26|4|33|2|7931.08|Completed
31286|1757|1|1|2|9|1|2472.69|Pending
50737|860|1|35|4|20|3|3981.06|Pending
91050|135|3|58|3|11|1|7178.37|Completed
60183|241|1|65|5|45|2|1409.42|Pending
61547|1638|2|53|3|34|3|4235.28|Completed
99788|328|4|62|4|49|1|3202.41|Failed
98072|231|3|69|5|46|2|7595.14|Pending
27124|1107|1|83|3|22|3|9815.88|Pending
50322|1177|3|26|3|11|1|4284.39|Pending
3031|1679|4|32|4|36|1|1606.65|Failed
93772|967|4|83|5|26|1|3466.7|Completed
66584|6|2|92|1|16|2|5335.19|Completed
64246|869|1|95|1|46|2|7117.27|Completed
47770|626|2|26|4|25|1|5315.29|Completed
86750|1312|2|30|1|27|3|7823.03|Completed
13883|470|4|50|5|14|1|9946.2|Completed
94284|951|4|40|2|21|1|4918.42|Completed
59178|1091|4|27|3|50|1|5644.16|Completed
9333|660|4|79|5|34|3|7104.43|Pending
49410|391|2|26|5|35|2|7069.61|Pending
58139|1014|4|42|4|31|2|2895.17|Failed
23584|1582|2|86|3|31|3|1208.66|Pending
22583|1680|2|90|2|27|1|622.2|Pending
64180|1596|2|91|4|32|3|7474.09|Pending
34341|1817|4|72|1|17|2|3762.75|Pending
98604|263|3|53|2|4|3|3976.29|Failed
26837|1188|1|42|1|48|3|8108.08|Failed
95697|582|3|63|3|13|3|5005.39|Pending
94011|711|1|2|2|41|3|1680.85|Completed
35989|799|2|75|2|28|1|3790.78|Pending
43468|384|1|89|1|31|3|1836.78|Completed
86871|1073|3|18|2|31|2|7123.48|Pending
27589|1087|2|54|5|40|1|1237.83|Pending
44776|1056|2|20|3|20|3|364.59|Completed
61944|1034|2|7|4|21|2|6312.71|Failed
42928|726|4|51|5|23|2|1817.98|Failed
4906|896|3|65|1|35|2|1361.49|Failed
21377|366|3|38|2|15|3|2833.39|Pending
80618|1246|2|93|4|4|1|1128.81|Failed
87971|1757|2|67|1|9|2|5008.36|Completed
70740|1728|1|4|3|9|1|45.02|Completed
74084|700|2|49|2|37|1|6877.09|Completed
26294|727|3|35|1|37|2|1874.03|Failed
4875|1555|4|70|1|1|3|1881.56|Pending
51720|1768|3|96|1|23|1|6601.75|Completed
19666|1562|1|10|3|50|3|6064.23|Failed
69502|358|1|31|3|31|3|103.05|Completed
34440|1508|3|56|3|41|3|7151.93|Completed
58056|607|2|56|4|30|3|6886.98|Completed
40817|820|3|62|2|1|2|9041.78|Pending
56208|120|2|59|4|4|3|3869.7|Failed
49690|625|2|76|5|14|3|794.59|Completed
58815|329|3|36|1|10|2|1760.05|Failed
31058|1204|2|99|2|33|1|957.74|Failed
38192|1050|1|41|5|9|3|101.32|Pending
88459|181|2|24|3|45|2|1096.83|Failed
33333|1098|2|41|3|15|3|7023.65|Completed
29103|1826|3|80|1|42|3|9120.14|Completed
44006|1129|3|84|1|22|1|5546.38|Failed
4858|1093|2|16|4|31|2|5836.92|Failed
22595|1705|2|59|1|37|1|7471.15|Failed
89038|273|2|61|1|15|3|6824.41|Pending
62381|1512|3|22|5|35|2|4428.94|Failed
86580|573|3|92|1|23|3|1067.44|Failed
67088|207|3|50|5|13|2|3046.39|Completed
80589|780|4|25|3|26|1|5891.59|Pending
73201|805|4|10|2|2|3|195.1|Pending
70279|1209|1|48|2|50|3|9501.18|Pending
3273|1282|3|5|2|37|3|1424.84|Failed
35584|963|4|44|4|18|1|7462.7|Completed
53688|1468|3|71|3|18|1|7553.9|Completed
41190|995|1|30|1|4|1|88.27|Failed
47133|243|4|72|2|27|2|6628.93|Failed
94513|27|3|49|1|4|1|9323.86|Pending
5716|358|4|30|3|20|3|9896.58|Pending
8682|782|2|59|1|49|2|1952.79|Pending
71543|1677|2|27|4|17|3|8780.07|Completed
1222|344|2|48|3|42|2|1013.25|Completed
6781|1200|4|93|3|26|1|3062.01|Pending
33515|1545|3|20|1|47|2|2325.95|Completed
3836|313|4|79|1|9|3|7245.7|Completed
24145|1039|3|83|3|44|1|7280.69|Completed
61332|747|1|33|3|44|2|8342.13|Completed
