loan_fact_id|date_id|loan_id|account_id|location_id|currency_id|loan_amount|loan_status
36323|1384|35|56|2|3|37616.82|Pending
20324|882|26|47|21|2|389254.88|Approved
49661|1172|20|63|20|2|57751.5|Approved
97123|1458|4|33|42|3|471056.79|Pending
64499|1048|18|58|47|3|455088.73|Approved
51220|726|50|100|30|3|430204.13|Rejected
67286|440|31|47|3|2|142112.84|Approved
10788|1679|41|54|47|3|445682.84|Approved
79653|475|21|83|5|2|481724.24|Pending
48534|908|7|12|28|2|167558.17|Pending
93504|1772|25|82|5|1|313065.15|Pending
12255|1579|36|52|11|3|435333.12|Rejected
14146|419|49|66|48|3|377045.83|Pending
2954|607|3|26|44|3|490776.68|Pending
57559|286|8|90|18|3|281858.57|Rejected
1120|1064|27|9|23|2|446456.95|Approved
17885|1116|7|90|19|3|53015.06|Rejected
64559|602|28|18|24|3|260480.83|Approved
54579|623|43|13|10|3|426676.11|Approved
50301|138|37|41|24|2|70519.49|Pending
78437|227|38|12|8|3|322810.22|Pending
64833|675|39|10|16|3|160486.08|Pending
18126|1656|49|59|35|1|36412.96|Approved
83604|879|33|62|46|3|245574.23|Approved
55240|381|15|29|47|1|437625.56|Pending
68794|630|39|61|49|1|467875.45|Approved
61297|1795|30|19|23|1|112001.37|Pending
14386|701|8|99|50|2|372980.54|Approved
64637|843|46|3|10|1|173131.09|Pending
34587|17|37|65|37|3|436572.43|Approved
95173|1366|39|85|41|1|11108.18|Approved
60936|837|45|88|26|2|216982.2|Rejected
6363|512|22|4|29|1|353247.53|Pending
93107|1614|48|54|6|2|318209.61|Pending
76560|292|46|7|27|3|192005.79|Approved
86610|1080|35|38|17|1|349884.58|Rejected
77381|916|2|65|25|1|177248.4|Approved
62655|1037|38|73|18|2|84695.47|Rejected
96565|130|28|29|11|3|301702.89|Rejected
48374|1637|5|89|4|2|50429.53|Approved
4222|1081|25|12|20|2|442625.93|Pending
10804|994|31|89|33|1|278603.81|Pending
99070|770|21|83|3|3|487680.67|Approved
19010|1538|26|67|30|3|53886.79|Approved
14704|79|16|1|14|3|374364.16|Rejected
1034|871|45|33|49|3|236872.75|Approved
92772|912|24|21|24|3|23443.45|Approved
86533|1222|23|27|27|3|175174.38|Rejected
68083|1766|7|9|32|1|247233.83|Approved
81717|305|18|24|24|2|418933.42|Rejected
27807|403|10|98|9|1|390927.06|Pending
47519|750|9|87|24|1|434641.23|Rejected
71741|1456|8|73|36|1|390924.63|Rejected
52340|202|26|50|39|1|131560.52|Approved
97987|1460|42|48|48|1|342012.01|Rejected
91156|779|20|71|43|3|282153.88|Pending
14760|910|24|29|50|2|24697.44|Pending
33943|1241|47|26|29|1|79693.44|Approved
93477|225|45|98|25|2|77177.78|Approved
45677|1372|45|86|8|3|137627.34|Rejected
35767|737|42|78|8|2|31720.16|Pending
47706|1392|40|40|37|3|255696.67|Pending
22548|139|23|63|13|2|414082.62|Rejected
63566|991|30|18|39|1|464047.92|Rejected
12412|460|17|37|16|2|198033.35|Pending
63712|133|49|7|4|1|251540.96|Approved
61885|429|5|15|33|1|59568.08|Approved
98231|1482|16|76|2|3|165810.58|Rejected
12727|1182|24|33|9|3|77922.33|Rejected
91351|474|47|100|41|2|241825.52|Approved
94133|568|26|5|21|2|284811.65|Rejected
93788|1641|30|55|10|2|9332.24|Pending
71399|1034|49|72|5|1|25157.1|Pending
16186|1072|22|28|29|2|360593.36|Pending
36786|1448|13|54|44|3|390767.59|Rejected
26379|336|50|77|44|3|450891.94|Rejected
65336|1299|20|67|25|3|324051.55|Pending
94081|1566|42|22|46|1|47013.06|Approved
32841|1180|2|89|47|3|236346.47|Approved
2303|1537|17|70|12|1|121220.58|Rejected
45396|506|44|100|44|1|250090.66|Approved
96222|1403|40|53|49|2|358923.13|Pending
83197|665|32|65|40|2|157037.97|Pending
5333|1420|20|21|6|3|473271.14|Approved
81527|976|3|49|19|1|19178.02|Pending
25128|909|25|88|40|2|215107.57|Rejected
11648|1737|14|39|20|1|198712.94|Rejected
10272|169|40|8|37|1|340409.72|Pending
35229|1749|35|22|16|2|243008.94|Rejected
22339|1532|21|23|13|1|175937.41|Rejected
82853|390|13|78|44|2|256945.72|Rejected
66019|825|9|77|5|1|190154.95|Approved
7558|461|22|76|8|3|97473.84|Approved
36507|1719|2|90|49|3|355162.37|Pending
36067|60|9|74|28|2|343623.79|Pending
45497|360|9|20|19|3|10171.74|Approved
24363|126|22|32|9|3|479298.89|Rejected
15901|1510|45|80|42|3|314263.96|Pending
18468|1826|17|69|31|3|465054.7|Approved
30147|651|18|5|6|3|257318.09|Pending
68097|1007|41|60|28|3|406727.88|Pending
48932|3|15|71|14|1|49183.41|Pending
52035|536|8|21|21|3|348161.96|Rejected
36934|232|29|21|45|2|300748.24|Pending
11612|545|50|5|40|3|403637.8|Pending
79854|703|35|4|41|1|31284.86|Pending
95113|778|13|47|33|1|248955.25|Rejected
68706|1463|27|47|40|2|473797.19|Rejected
66477|1586|22|64|1|2|202418.79|Pending
7559|153|8|73|17|3|207128.6|Pending
36664|1557|1|48|25|1|411700.09|Approved
5709|1482|14|96|8|3|62772.23|Approved
93597|1502|23|3|42|1|294931.06|Rejected
89479|82|16|11|4|1|393125.55|Rejected
72174|618|12|74|32|1|344651.69|Rejected
88595|1618|17|8|47|3|388597.91|Approved
24462|1232|42|17|19|1|294960.13|Pending
91634|414|5|59|43|2|289770.9|Pending
33872|1271|23|41|4|3|212106.52|Pending
3737|1545|32|65|42|3|279705.12|Approved
54196|659|40|29|27|2|281797.38|Pending
31296|1082|32|22|5|1|483789.45|Rejected
66120|820|6|64|39|1|35812.4|Pending
24485|454|33|84|45|2|144991.1|Approved
19388|1080|28|93|50|2|421973.57|Rejected
74252|1726|9|29|38|3|374754.39|Rejected
76754|1459|45|8|14|2|378209.68|Approved
17539|1728|21|25|37|3|379938.3|Rejected
23401|1267|13|37|23|1|31823.12|Pending
39347|1001|3|64|12|3|480537.94|Pending
58511|620|47|3|9|3|144102.53|Rejected
13582|1399|29|42|15|3|250092.84|Rejected
9107|407|19|99|33|1|425101.68|Rejected
50401|433|27|32|28|1|404482.13|Pending
53551|1568|45|1|33|1|460797.45|Pending
76202|467|19|29|46|1|416762.3|Pending
84563|492|9|8|26|2|298674.42|Pending
80024|121|26|60|27|3|20258.74|Pending
86075|1382|8|49|24|3|336160.81|Rejected
82183|1324|22|51|50|1|447518.63|Rejected
7340|1615|29|52|33|1|190173.29|Rejected
59881|472|42|35|47|2|89570.19|Approved
16618|1201|49|6|25|1|225376.44|Pending
2354|1012|45|91|41|1|469978.91|Pending
18398|138|19|94|5|2|25080.16|Approved
6387|1390|39|33|41|2|406301.92|Rejected
51159|276|40|59|1|1|214825.93|Rejected
65679|700|17|29|20|1|188839.83|Pending
81145|147|26|25|39|2|221327.73|Pending
30383|1199|25|44|38|1|319924.15|Approved
85252|1388|30|2|43|2|73312.34|Approved
13222|1035|33|4|30|3|14487.36|Approved
60242|600|22|59|45|1|261145.16|Pending
59600|1390|9|16|46|1|310636.02|Pending
38406|1586|26|82|32|2|25289.48|Rejected
32271|199|47|9|11|1|178020.29|Rejected
62963|17|27|5|42|3|325820.83|Approved
13619|1568|32|92|25|3|35671.3|Rejected
58834|258|1|94|26|1|352388.7|Rejected
98779|1190|5|48|49|3|330110.33|Rejected
62970|19|37|31|21|1|20250.94|Approved
16930|828|46|89|14|1|370855.46|Rejected
72122|431|41|53|10|3|366052.22|Pending
92591|831|19|38|21|2|381096.45|Approved
52635|85|1|17|2|2|253258.78|Pending
5470|398|43|83|35|1|482901.38|Pending
32406|1449|49|23|9|1|310076.13|Pending
18463|585|19|9|35|2|454896.09|Rejected
35739|1228|26|12|3|2|130535.92|Approved
83106|866|16|27|20|1|371711.39|Pending
31800|564|13|7|37|2|52639.91|Pending
78362|1206|31|6|25|1|139741.26|Pending
22833|955|26|27|38|3|336262.78|Pending
44563|1089|50|84|29|2|417971.19|Pending
69143|247|26|61|42|3|195333.72|Pending
50813|1647|31|77|2|3|195033.75|Rejected
88337|539|2|9|37|2|401594.0|Pending
41280|1381|18|62|44|2|374445.56|Approved
35083|1530|49|90|6|2|122742.42|Rejected
7409|616|43|58|14|2|414112.05|Rejected
48074|1242|6|47|13|2|321243.07|Approved
10636|510|13|85|34|2|420552.92|Rejected
67382|1233|25|17|40|3|217793.42|Rejected
58438|487|35|4|7|2|25000.92|Rejected
72505|1552|33|51|50|1|254375.29|Rejected
74795|394|24|80|33|1|219559.62|Approved
30812|1151|44|97|26|1|20165.81|Approved
87210|1030|24|14|18|2|38150.08|Rejected
31395|1162|11|6|33|1|369186.04|Pending
70490|644|21|96|44|2|86462.8|Approved
88385|757|48|26|15|1|144839.08|Pending
86755|494|28|84|3|2|335857.11|Approved
32062|1379|7|90|23|1|164798.25|Pending
94591|1590|33|10|25|2|204955.7|Pending
82506|1116|31|25|35|2|359379.02|Approved
44555|75|30|57|31|1|112140.46|Pending
94049|1125|8|93|35|1|352048.37|Rejected
70009|161|5|55|17|3|381492.94|Rejected
73352|1793|50|2|19|3|472470.83|Approved
53346|287|49|34|25|2|367230.81|Approved
97613|286|26|27|26|2|58022.52|Rejected
17921|1143|28|31|50|3|17959.28|Rejected
92485|1807|40|73|14|2|352604.49|Pending
35579|567|18|49|28|2|48474.02|Rejected
34916|1821|49|20|2|1|412887.23|Pending
90765|376|40|99|46|2|27322.2|Pending
2513|1361|20|10|5|2|180812.82|Pending
70849|902|3|20|28|2|374213.63|Rejected
198|284|43|13|1|3|140051.08|Rejected
93672|212|22|5|22|1|383520.43|Pending
43915|1469|29|13|48|3|241005.53|Rejected
76616|218|46|61|49|3|223779.71|Rejected
4229|576|25|3|15|1|359845.28|Approved
1444|679|34|9|28|2|183648.12|Pending
33115|1605|25|62|5|3|426284.58|Rejected
40757|1502|47|16|3|2|428843.81|Pending
69809|1392|1|86|10|2|483956.1|Rejected
20240|194|45|64|46|1|297961.36|Pending
17088|983|35|9|12|2|171595.32|Rejected
5819|1658|46|82|15|2|172841.06|Rejected
11353|905|49|46|40|2|485132.91|Rejected
88612|955|6|10|35|2|358782.52|Rejected
40207|1023|50|66|8|3|148264.49|Approved
2554|1235|17|62|41|3|226245.03|Pending
49757|626|29|79|30|1|118092.93|Approved
5963|1408|20|17|2|1|254855.23|Approved
19577|615|7|38|12|3|487782.8|Rejected
98465|1705|13|79|41|3|12350.55|Rejected
89300|1579|38|48|4|1|359509.01|Pending
744|1214|9|24|21|3|109069.83|Pending
11814|1643|47|82|31|1|340606.6|Pending
34091|205|48|78|40|1|188619.32|Rejected
7669|780|45|32|5|2|101670.46|Pending
7064|1630|7|28|11|2|425509.24|Approved
92575|527|19|52|3|2|173764.99|Approved
25160|1355|27|58|43|1|247750.13|Rejected
64058|1722|33|89|12|1|292874.44|Pending
24120|668|43|58|8|1|185981.57|Approved
94597|1042|14|30|35|3|151477.88|Pending
53148|214|44|55|31|1|173974.32|Approved
71460|23|5|3|22|1|381876.08|Rejected
98725|1598|10|44|38|3|182117.21|Rejected
90477|1521|38|28|31|3|132433.78|Rejected
97172|243|47|24|7|2|437360.07|Approved
95436|444|17|81|40|2|6813.93|Pending
22221|637|18|19|48|3|287414.96|Approved
64887|1673|13|77|37|2|107143.85|Approved
46529|1161|17|7|14|1|257781.45|Approved
93019|242|7|93|11|2|204740.69|Pending
38437|436|34|59|6|3|401698.42|Rejected
1904|203|33|66|2|1|415958.44|Pending
40786|1282|35|94|34|3|147882.41|Pending
70797|1553|1|76|50|3|268380.29|Approved
84787|600|2|91|8|1|240665.41|Approved
730|703|42|46|46|2|39590.53|Rejected
72202|522|21|1|42|2|310707.65|Pending
53387|1176|26|15|9|2|47398.32|Rejected
51072|1263|20|99|46|2|463795.15|Rejected
42522|325|47|20|47|1|425406.1|Approved
32292|391|33|6|13|1|464162.31|Rejected
78172|1042|28|4|3|1|269686.29|Approved
41750|681|5|21|8|2|23514.17|Approved
28184|1776|15|11|39|1|66613.69|Approved
20134|739|26|64|29|3|21845.68|Rejected
49419|279|21|62|35|3|289595.56|Approved
75787|1371|22|100|18|1|28902.83|Approved
92558|138|22|81|10|3|418589.5|Rejected
82713|1062|13|95|39|1|17149.83|Approved
14201|947|46|80|46|1|110079.39|Pending
83408|4|46|7|16|3|240939.14|Pending
56046|1070|34|98|1|1|76313.12|Approved
398|627|25|72|35|2|450148.88|Pending
24617|384|38|19|16|3|53674.32|Approved
56504|491|9|22|30|2|178308.26|Rejected
26753|440|39|46|16|3|193300.06|Pending
89509|1431|42|48|6|2|238246.93|Approved
42025|828|14|93|41|3|310991.25|Rejected
50692|1643|9|11|26|3|268221.37|Approved
22316|1344|27|33|15|2|154261.6|Approved
95466|87|5|15|35|2|415343.59|Pending
25032|193|14|83|28|2|59573.25|Approved
4048|1498|37|2|1|2|213518.41|Approved
88967|537|2|61|45|3|420120.22|Rejected
2321|977|40|39|28|2|448744.85|Approved
51024|880|25|11|23|1|419129.7|Rejected
21780|1481|7|76|45|2|258599.48|Approved
39545|1509|17|58|19|1|121816.37|Pending
73208|1162|50|20|35|3|362272.01|Pending
56711|831|26|13|27|3|345836.19|Rejected
30542|1234|40|96|48|3|94271.45|Rejected
8879|676|12|78|12|1|248739.15|Rejected
28717|1657|3|52|16|2|363863.09|Approved
63403|83|8|44|21|3|29809.03|Rejected
31868|699|47|65|2|3|304931.23|Approved
75110|917|37|35|42|3|106555.55|Pending
1505|1116|44|76|46|1|464155.16|Pending
67856|1765|45|56|16|2|184789.11|Approved
71641|793|22|8|22|2|71891.2|Rejected
44754|807|26|27|32|2|288888.61|Pending
26010|441|36|58|27|3|274037.03|Rejected
78205|469|38|67|1|3|327412.61|Pending
6856|1719|39|95|1|1|373252.01|Pending
35201|1314|29|99|10|1|491140.78|Approved
85864|1494|6|8|48|1|155780.33|Approved
61148|268|41|85|5|2|279131.69|Approved
5338|1466|13|94|48|3|216564.86|Approved
11989|138|10|31|37|2|258969.64|Approved
55296|1057|34|43|39|1|185645.74|Pending
34078|1396|24|77|21|3|49054.0|Approved
84701|1206|19|36|27|1|120796.01|Pending
40733|4|47|16|26|3|146873.52|Rejected
81780|1081|7|38|33|1|350443.85|Approved
34055|1781|33|16|19|1|18835.7|Approved
52736|1544|3|11|43|1|297934.09|Pending
32070|590|49|93|3|2|466578.05|Pending
15622|1278|17|5|13|2|133887.52|Pending
44090|1505|26|31|1|3|70579.05|Pending
74758|1730|45|28|10|3|349213.1|Rejected
76078|321|10|82|36|2|271259.51|Pending
68813|1586|5|47|50|3|436607.9|Pending
69598|1791|16|43|10|3|283891.8|Approved
