balance_id|date_id|account_id|currency_id|opening_balance|closing_balance|average_balance
67557|1712|23|3|492064.92|370421.58|673450.085
95416|1623|29|1|812596.12|2887.11|365766.99
471|348|65|1|419274.16|410477.14|546446.475
93699|1586|71|2|563789.09|148328.3|420653.85
80498|1804|21|2|705699.59|422401.99|417772.955
34368|64|91|2|74675.63|933567.73|729141.265
74488|1717|81|3|113943.29|98168.62|379241.62
81935|1558|6|1|42625.45|219662.92|551441.48
90455|89|75|3|896791.91|784406.3|865495.69
94988|243|33|3|598866.26|342430.15|749407.385
2994|909|73|1|872454.09|975525.7|251836.38
41519|1511|75|2|398514.53|634366.84|472654.555
23900|108|98|1|675099.59|825489.55|258295.105
5600|517|77|1|342553.21|520691.46|370679.545
96878|1097|16|3|661510.84|636603.54|586234.825
82050|1698|5|1|278843.64|703014.13|680801.18
93456|271|62|1|85737.39|761086.2|196238.895
80579|44|29|2|565973.17|232318.59|440681.24
60565|787|43|2|83613.58|659302.59|470970.32
43285|648|12|3|280463.45|314323.17|312406.46
89108|1631|55|1|401530.63|917203.74|383512.745
5808|1430|100|2|447675.07|317116.13|398471.93
73646|1463|26|1|762328.06|410792.42|131023.54
88541|1345|11|1|134791.39|100654.94|632997.945
29699|1586|30|3|881216.61|163956.51|305352.215
60990|576|84|2|469738.13|898490.05|371205.66
82662|1203|10|3|698034.32|853952.25|515494.13
5318|410|64|3|478112.83|835903.07|353148.185
15520|663|70|3|486643.26|762231.01|428087.72
74687|470|32|3|201094.38|41475.33|306238.665
20332|447|93|1|564393.89|221654.42|431562.93
50292|1101|26|1|134479.86|491452.45|261991.05
13158|482|25|2|829708.51|471439.03|289583.19
35440|989|29|1|840360.82|240147.19|439643.89
7627|642|96|3|157065.83|207498.23|149234.32
56524|1602|62|1|494883.46|513811.25|733959.97
77983|620|68|1|787225.79|168508.6|193968.255
93669|1144|41|3|286140.84|952542.21|226834.055
34081|58|6|2|448807.3|141368.29|433719.73
55600|1668|1|2|917945.43|445149.15|355211.72
49920|1401|78|1|377469.96|866824.14|513708.62
68016|1570|46|1|854054.25|63285.13|405578.67
1123|245|23|1|923311.01|572378.33|662816.25
69968|1367|48|1|846422.46|168644.45|376376.13
44864|693|42|2|112673.05|621853.29|517985.75
49654|1272|87|2|600847.92|770573.24|182512.255
28714|1363|93|2|214417.84|625672.38|652319.405
9078|127|44|2|716550.81|30019.26|569553.69
37418|1410|46|3|417896.82|710869.97|376372.55
29369|311|8|2|251509.56|679716.11|799411.31
84869|865|72|2|33170.21|373958.02|276840.775
85|698|12|1|894771.19|68402.56|540816.965
25802|1|98|1|659247.2|543485.24|374530.885
23015|750|17|2|527990.15|360947.61|167113.27
80506|1383|42|3|218525.9|580058.84|635017.675
94272|1822|97|1|614211.21|494835.29|562013.87
99952|894|79|1|213519.62|857271.19|563563.4
50336|775|25|3|376140.08|527412.54|543248.805
94399|1693|74|1|280876.8|521785.64|608360.425
74967|398|41|1|563700.86|976103.62|554970.38
42513|272|50|1|979386.05|33675.47|779843.585
55485|725|83|1|468715.3|433463.57|819725.715
5179|920|72|2|588245.05|12423.07|299192.175
66254|1322|9|2|607585.26|496226.18|489108.73
42387|981|4|3|709067.51|746212.83|719006.415
47839|1785|64|2|260096.57|218124.65|309669.975
74701|1456|36|3|415585.0|960483.3|288866.21
78341|1193|98|3|101555.03|955370.82|525077.45
63267|60|55|3|589855.52|415488.29|580571.28
69676|446|58|3|850064.33|403665.76|246867.33
31656|952|15|3|448621.01|945651.2|467955.845
58307|1690|2|2|230141.96|93968.23|805146.5
67945|240|74|1|8851.89|477072.42|320264.285
78365|278|63|3|881641.62|248328.88|452925.24
30430|957|6|2|474455.27|602655.58|267621.385
84230|341|73|2|211003.55|90570.8|459427.18
22302|808|80|1|274982.23|776985.14|127527.77
78607|1294|75|1|758174.21|82126.21|582039.47
90100|477|27|2|818315.62|231047.43|553496.53
1669|981|16|1|121397.42|791269.96|877392.62
46496|1028|68|1|954785.31|326152.93|447918.625
19691|1067|64|3|272934.9|352412.39|472460.375
95993|533|13|2|752671.3|24915.44|826870.845
6568|1497|80|3|794648.4|570212.77|510719.64
55105|1667|57|3|703303.89|790601.81|573293.15
23475|950|36|1|708521.84|217043.7|840025.535
76020|1311|34|3|226913.44|309309.48|289387.365
57768|1074|55|2|147083.27|16924.48|309633.745
17695|833|6|2|567677.65|776548.07|573154.225
21663|674|30|3|103092.19|876201.27|352042.565
60699|750|61|2|708324.4|455542.13|493308.605
33014|837|85|1|44774.7|852147.82|673522.505
7170|1438|10|1|127655.93|869651.0|747802.715
63385|1372|79|1|522075.94|364059.31|292370.84
30423|501|95|3|713867.86|757788.46|700083.005
3504|1781|81|3|281016.45|751164.49|445776.085
69995|210|65|1|778207.19|118340.79|181012.135
66046|111|82|1|459243.66|255027.23|338272.445
67284|235|15|2|751784.58|10914.03|453709.935
46808|734|70|1|908644.81|930720.73|786184.15
44818|322|59|2|779869.54|242465.98|503227.415
41354|349|35|3|905070.26|704790.65|717162.26
12397|1768|51|3|578698.46|520563.02|308888.435
82131|129|45|3|189038.88|127761.78|341204.23
17718|1814|71|2|679410.55|897349.61|733370.265
93026|669|61|1|747464.51|55957.76|313896.35
3441|1445|40|2|297052.03|332687.42|612857.975
13694|1441|57|1|412970.3|137890.0|585841.275
46225|123|55|2|511468.64|123336.96|136800.275
98427|496|36|1|743623.55|200383.18|428694.525
95365|467|34|1|327728.49|522250.89|403458.23
15694|102|93|3|679576.01|538420.88|690743.155
9945|535|89|1|322371.83|903780.08|300119.075
87403|55|23|3|382722.85|37964.04|505344.095
64116|74|90|2|850587.77|347330.81|668587.33
68260|1021|17|3|151675.02|171287.61|889640.715
87797|1055|75|3|600844.09|96706.71|279309.345
79221|412|91|3|233699.45|907372.46|547659.37
75551|80|38|1|75696.81|511341.21|634720.455
65206|571|83|2|275046.13|618363.58|402107.725
27843|88|40|2|344220.4|285533.64|587315.545
5419|199|25|2|705008.53|408073.09|338447.125
32623|1165|65|3|37994.94|381849.79|394761.51
5080|91|15|2|123874.33|75738.55|473808.42
6280|1152|15|2|987488.61|183445.45|579815.225
20174|179|92|1|82419.04|908307.8|437923.91
70204|876|66|2|529860.86|709836.62|438357.715
20601|1812|74|1|170468.12|472137.77|291467.015
2178|595|75|3|908946.11|246472.91|129854.855
94804|744|89|1|511423.53|594514.69|669363.13
33838|15|9|2|694243.9|245228.74|537888.41
78340|132|25|1|55064.88|314578.37|533104.27
74931|1552|58|2|117743.07|559625.41|528629.395
26757|893|91|3|455830.6|965110.58|798105.405
27829|1330|59|1|201350.01|185877.09|622871.99
64181|1785|33|2|995824.17|791265.83|543238.785
80476|330|29|1|699649.94|699440.76|315808.88
63479|1683|40|1|178751.5|284479.75|384034.735
14278|1128|33|1|817715.98|775408.47|463476.005
81160|679|96|2|655630.95|155883.92|418223.05
71737|52|68|3|813263.44|784161.14|494794.83
8469|25|25|1|257963.32|485447.85|689202.23
78296|306|46|2|6090.67|831707.36|646145.915
92841|1304|26|3|382353.89|293516.71|883007.285
32399|1647|57|2|119387.53|347636.99|542788.605
98453|1659|56|1|897742.76|229247.96|426968.56
35049|1519|59|3|847242.15|372041.01|213272.32
68181|1323|55|2|481600.0|5797.16|422714.115
54640|810|3|3|595456.21|431128.32|93865.145
40608|911|84|2|253854.3|669664.43|681209.26
66837|531|77|1|187104.86|812618.94|549107.735
72083|798|22|2|285999.32|305297.86|240456.9
65543|833|13|2|861258.1|705145.32|583105.08
54296|565|27|3|80112.74|758430.75|622785.44
60920|396|68|1|863146.67|902822.71|407804.46
35242|21|57|1|527476.93|669997.04|639474.76
19448|952|16|3|205685.22|521189.27|46729.33
25157|1027|63|1|406552.37|72567.78|703226.81
42128|779|9|2|34512.31|146851.45|377772.71
77171|977|14|3|392533.86|747140.74|219257.85
58163|1629|8|1|809878.89|389199.62|600489.585
51186|355|66|3|779191.5|645618.29|729076.155
16140|522|87|1|319229.1|637612.54|505913.95
10648|1827|96|3|453465.89|300946.31|663939.16
57464|1694|78|2|312354.01|745473.24|636667.76
39497|654|96|3|139988.96|536045.29|653823.175
74597|690|55|1|662045.42|955880.37|678930.62
82811|38|83|2|931695.02|39404.56|378190.635
66777|1522|43|3|471044.8|781943.16|515488.05
36233|402|64|3|62552.51|156651.67|386672.12
30436|198|72|1|51356.64|260676.5|449712.43
29683|1402|27|3|854396.34|659758.91|876428.975
21919|853|67|2|639447.45|289658.03|486367.185
39263|1021|27|3|11948.73|242404.93|165638.28
90603|798|57|2|78192.91|287129.62|430214.12
61331|971|82|2|952852.41|776443.41|43618.945
90286|506|19|1|350111.96|747521.28|544589.17
92622|382|97|3|199801.37|158002.98|494814.27
47504|1520|6|1|497101.23|786519.9|599464.625
35655|1328|96|3|734411.98|142662.64|315066.095
25154|1277|12|3|749124.03|723595.88|663625.475
52656|366|19|2|868363.53|154112.79|214120.935
69825|1756|74|3|504440.91|19276.29|444935.195
32720|331|73|2|984566.46|254948.0|234648.75
69006|1048|71|2|85723.89|629873.49|635065.54
25493|355|62|1|310989.12|324942.17|731779.35
24692|390|66|2|264564.57|64876.74|604173.965
31449|1742|93|3|982432.91|521231.26|463101.33
70077|855|47|1|477298.07|343055.02|754677.105
31760|520|100|1|778697.11|454095.06|925178.4
39506|1105|96|1|345365.21|773441.18|458356.82
64892|1236|35|3|128201.58|780357.18|317767.53
69811|573|67|3|561231.25|421206.6|643643.48
63321|640|94|3|332552.93|954992.3|591117.53
91700|25|57|3|322515.39|794918.51|517736.825
63493|1766|90|3|280717.13|361391.42|290116.03
61300|1761|7|3|894422.02|617790.78|338158.98
87294|1555|49|1|178672.23|948538.76|661406.99
52417|966|76|1|309796.85|249252.99|529617.025
85416|1145|54|2|523030.7|945835.96|268803.51
98634|465|87|2|18814.24|65148.4|517290.57
50151|166|54|3|536201.01|131550.79|509669.835
44628|19|2|2|766160.3|458674.81|633211.31
78277|1292|5|3|328949.58|551038.86|769089.49
3032|450|42|1|969308.81|813008.92|457842.11
12261|837|5|1|11473.2|648341.37|384969.67
14824|1452|99|1|173370.54|834099.12|405337.59
23731|1697|45|1|910018.75|771170.63|476668.15
6675|1061|83|2|61921.61|378624.03|495032.32
49672|111|3|3|27453.32|419616.86|420467.785
62922|252|68|3|805176.67|827053.69|80513.765
89894|1234|56|1|377528.68|574144.41|723910.13
24628|1648|14|1|258123.61|999781.38|718982.805
34491|256|16|3|657554.84|73560.37|387047.63
96965|404|14|2|435667.85|941358.3|670727.85
62672|340|17|2|481611.57|385125.41|510092.225
54122|1407|98|3|546603.56|29247.73|529474.255
17079|888|81|2|605124.25|422626.38|312589.465
16756|422|25|1|361094.08|170364.29|838988.715
12871|1230|60|3|578323.77|441262.23|512280.03
74239|41|69|3|50985.81|340606.3|745009.18
9651|774|23|2|135703.55|336617.21|527284.355
15427|1216|86|2|218359.42|502515.72|658367.905
44376|1113|21|3|526979.0|980395.17|650532.515
51613|55|59|1|420139.59|760928.79|655455.2
38209|580|52|3|994728.16|576537.68|227511.845
74015|1462|47|3|643604.95|156302.54|304055.375
46022|86|49|3|999820.44|554945.12|291438.585
8184|675|45|3|186826.24|388090.85|751667.85
66072|85|45|1|422011.05|69419.28|539562.15
55635|1778|98|3|845250.57|511230.47|546661.655
26549|151|13|1|34274.64|544917.63|704048.255
1104|1736|39|1|935645.88|995436.74|309669.165
27545|1288|74|3|519599.61|528550.12|275007.51
67254|1678|89|3|667894.44|311491.62|297816.49
38618|488|76|2|991636.04|533290.62|355434.38
98574|1244|81|1|880710.84|602842.55|995530.27
95622|906|75|2|375408.95|494470.98|918982.335
77595|392|4|3|974035.77|662056.3|725161.955
42829|783|20|3|820948.08|496751.51|554319.265
54706|558|34|1|328840.43|985186.0|98307.925
55563|313|87|1|480396.51|822290.02|449250.72
60446|777|36|1|873839.38|833771.97|327370.665
54521|577|2|2|714701.65|531143.39|384835.44
38596|1607|71|2|536370.1|653714.48|529495.065
46454|1788|90|2|408958.08|716028.65|865196.62
61906|180|12|2|656819.63|269529.41|614495.73
28381|1211|65|3|380938.44|916922.33|525134.925
42967|1681|47|2|890993.44|616123.98|422355.945
82233|565|19|2|366725.36|940855.31|692475.96
50361|1|12|2|872137.1|788699.3|349544.69
57073|484|94|2|979147.66|58242.22|701174.015
59716|1164|53|1|856131.91|791633.99|750147.815
95142|1431|50|2|498480.33|750111.38|543883.1
92413|244|68|2|666617.1|177416.01|350472.425
5727|1332|72|2|789110.22|764240.08|419853.31
74368|841|97|1|931254.41|529833.83|275156.995
16424|1588|100|3|819774.16|183814.39|473008.415
71344|1445|76|2|756115.88|124039.6|402397.265
89013|1389|80|3|109971.42|393386.17|545012.53
79106|1814|65|3|676414.2|869892.58|672810.13
320|885|87|2|556553.71|83613.01|118906.185
77416|629|32|3|305504.8|645356.91|460441.295
42028|832|54|1|413394.02|444269.88|443793.4
99082|180|95|3|489410.07|851150.88|793483.86
15412|764|95|3|539900.28|144804.47|367996.87
81317|882|90|1|277309.05|495930.12|339520.6
36219|591|50|1|397663.74|696922.05|711764.83
38926|1516|29|2|123513.4|110445.33|158885.35
43500|1692|61|2|67728.74|108966.72|637384.06
52947|823|5|2|725055.69|783294.43|381040.275
22720|1026|55|1|50944.09|599346.02|419313.39
80522|792|69|2|739770.1|898132.54|412003.165
69781|1733|8|2|8388.71|492714.26|414133.555
92277|280|66|2|310468.91|671968.89|714145.48
90717|911|93|3|150433.18|583220.65|712086.62
35816|719|88|2|286077.99|329658.18|630363.545
81367|88|26|2|597062.63|917941.22|643946.49
78777|707|97|2|456252.67|215912.4|365580.65
89453|336|78|3|931714.23|366199.62|596179.765
55446|34|57|3|642648.69|490739.5|390554.055
59702|416|30|1|716421.66|332286.14|442792.755
67282|242|57|1|499042.92|946704.34|662064.8
11739|1380|69|2|811346.85|772201.65|294477.195
18620|303|6|1|870289.53|565671.92|354804.685
56982|1243|55|1|659869.32|134248.92|490285.635
61161|1268|32|3|767150.58|757884.12|418972.975
66204|956|23|3|945732.98|409565.34|815990.035
31809|924|22|1|293671.34|187955.99|261378.9
55502|542|67|2|620084.46|998307.18|329025.65
88224|1395|17|3|395939.04|314034.51|469097.245
76330|900|52|3|786689.69|686257.87|498476.21
36548|821|66|1|361492.17|37039.37|244768.09
2857|1620|73|3|726046.67|572248.69|604124.72
92312|208|89|2|195859.14|79876.13|454764.715
13447|34|96|2|238386.61|484429.15|284225.97
48324|1292|79|1|268778.64|680161.89|923658.84
21062|79|36|3|107392.16|17306.35|368944.765
93656|1750|59|2|853464.75|737677.69|202635.545
48608|942|8|1|287879.24|252529.88|773354.755
57377|1664|38|2|202143.24|906417.81|279768.255
30013|121|6|2|104397.45|778123.84|404216.935
84594|1099|13|3|590322.15|356604.28|367146.385
86914|470|52|3|62302.19|649293.79|263474.04
31171|117|20|2|823797.21|826556.57|496721.185
65919|1682|62|2|148123.89|143774.77|380133.535
29196|908|26|2|909639.79|531366.67|595773.37
53988|1232|46|3|206743.75|337130.45|964548.55
90618|1081|68|2|672422.09|795869.96|643197.34
17490|706|75|3|753107.85|583894.8|542056.135
18252|34|71|1|27835.49|880373.68|752212.495
62753|1453|41|3|537684.22|842506.21|483269.43
85423|139|7|1|217784.48|118264.36|215339.755
38213|1202|59|3|42420.37|763310.2|471899.455
84605|1800|17|1|615291.49|405857.69|544289.0
9866|1628|62|1|587402.62|327661.17|463472.86
10547|896|42|2|31935.7|573531.05|515415.365
32453|1206|90|1|191392.42|789993.57|299740.265
14925|1411|49|2|959805.93|611659.14|391613.21
4896|227|26|1|580019.55|864875.91|387352.525
33152|616|11|1|950430.99|473658.66|562234.885
68366|1619|32|2|113585.18|95264.35|453923.585
63348|407|40|2|512367.12|718917.94|772831.505
30354|596|50|2|578665.68|848071.16|366797.98
44251|1814|71|2|942556.24|245517.41|519005.105
17109|1405|6|1|426989.48|83868.98|530398.45
62269|1779|61|1|325874.41|670488.47|162749.23
17032|692|76|1|10246.92|920768.6|368076.49
88292|829|38|3|293086.08|415148.11|705331.385
67837|1291|53|2|204882.59|177804.55|849499.26
94742|1052|13|3|139445.68|506517.73|529921.705
14673|859|73|1|185312.19|91468.76|403132.96
79928|1439|58|3|968362.34|2240.12|434908.295
88246|997|1|3|633854.07|132003.06|299049.255
32257|547|25|1|78371.05|511594.62|500149.74
84824|832|39|3|671973.76|630014.23|318660.06
9186|961|73|1|600272.61|968491.25|457968.145
62344|838|8|1|883123.85|951540.72|695682.84
45613|1191|75|3|874901.82|472114.89|332521.32
77402|98|58|1|22160.74|929170.44|320602.43
45180|1654|17|1|34539.1|968283.21|550195.64
51015|1562|68|3|925607.0|537087.86|592534.045
3557|1621|28|2|527933.13|844559.32|901857.425
28601|857|16|2|699464.59|164283.28|491825.025
78709|749|61|2|395685.94|935610.12|339731.915
35861|1179|79|3|812409.53|127310.5|651622.68
48595|1543|31|2|356070.71|591847.49|594175.15
31052|1762|57|3|589435.05|557853.38|583894.19
84359|747|43|2|87366.94|432209.46|847856.83
91369|1763|62|1|313863.67|251842.91|322598.775
18966|1810|25|3|706610.38|829016.11|205616.355
39689|430|88|2|498229.11|961412.06|731908.005
49222|796|31|2|817639.52|979914.01|319537.035
65160|124|56|1|841399.39|951469.77|268992.005
7886|772|14|3|688855.8|415348.55|375621.885
43508|636|75|3|203714.25|868113.89|853454.785
83631|1118|1|1|428413.5|528864.96|675500.89
2806|925|12|2|181061.78|859134.2|967498.375
41214|1644|79|1|115417.36|169605.51|509425.46
55064|1571|91|3|74627.8|883945.12|504111.13
77047|1437|90|2|949166.64|796612.95|347855.705
46104|1408|49|3|849114.11|15444.67|704419.705
68030|1705|81|2|774647.1|546521.93|231720.42
27197|242|11|2|880813.58|341113.16|599544.435
19421|1053|50|1|151129.82|127999.08|515739.69
97380|813|16|3|303151.04|897480.11|427460.91
23095|1088|30|3|199017.03|479167.37|812389.225
87080|268|2|2|334730.29|717672.88|505399.13
95039|266|84|2|183352.97|686964.0|243102.84
54787|165|93|1|807641.5|754622.23|420758.105
45274|1049|2|2|928482.29|126824.89|711641.825
31889|1349|58|3|985769.67|158001.03|471035.325
92293|1575|14|3|670138.82|352298.44|547720.2
77941|259|33|1|980594.88|757418.06|408082.385
27915|1537|34|2|735522.13|212961.3|646039.05
32793|1137|66|1|282706.36|519641.82|623768.465
24231|896|61|3|430955.72|283981.96|708500.47
49134|803|11|1|374192.91|678295.6|806633.6
59126|1432|22|3|576304.08|112330.26|605188.075
80347|301|40|3|985752.76|833071.65|542794.25
46828|1711|47|3|648311.02|744154.03|652079.385
80147|101|59|1|546565.91|74702.7|393972.565
46162|435|4|2|993061.39|850121.29|529353.985
54844|677|36|1|190841.12|366968.82|280184.915
67495|1008|64|3|540562.22|767265.75|422017.03
90263|1752|7|3|442101.8|228741.85|436273.31
63226|431|77|3|659077.85|600818.33|260146.935
17947|1666|27|2|848516.55|354882.62|202219.995
91330|811|26|3|608757.33|532581.88|605484.89
9042|1695|85|2|367455.22|100230.43|324939.675
92007|1574|48|2|9507.78|66765.38|874741.78
79734|1742|100|3|856896.48|562680.63|590049.79
8749|700|66|2|10833.44|67738.52|447458.095
44747|1314|21|1|104791.77|858144.33|436189.97
19700|1065|51|3|704577.96|835171.84|203062.585
90342|363|31|3|817461.92|667839.11|319362.545
26881|1662|98|3|607863.73|686487.31|456914.295
926|455|37|1|170132.53|974608.11|455038.495
89185|1592|91|3|689820.91|474091.25|412497.275
71560|908|66|2|353102.38|291601.23|488246.515
30727|8|85|1|649654.62|999576.92|507604.98
23498|1545|98|1|717846.91|704083.55|120424.84
76954|1207|28|3|582866.02|379030.58|583062.57
68685|1239|14|1|618748.04|858524.09|855962.92
16774|1649|77|3|879253.18|586580.87|802898.035
86824|466|52|1|418809.94|210631.98|498016.505
49626|493|20|1|990521.54|260474.27|375737.85
68702|1045|32|3|376742.75|784684.92|676733.065
1588|1792|90|2|646291.54|780379.32|561690.045
35112|165|62|3|769198.42|461961.99|494938.36
90806|1467|81|3|234800.12|586954.46|544355.65
49073|523|84|1|581744.52|939316.2|788508.08
55436|1215|53|2|292179.04|287541.34|459344.135
71808|329|80|2|769970.76|547038.96|417336.785
19582|319|19|2|373438.96|367100.27|665701.605
77766|1481|28|2|40362.81|709503.35|153016.46
85605|1356|82|1|4377.39|758260.75|477797.155
74155|471|92|2|609995.62|706858.83|576331.73
67938|140|39|1|805585.2|407733.98|297749.71
22920|761|28|3|399558.85|552905.08|140732.9
49471|1734|65|1|460152.36|137575.8|456121.68
55106|215|78|2|374064.97|717399.56|356956.25
98543|1171|14|1|716988.72|416262.7|967305.815
90492|319|93|3|28866.13|646326.91|867922.97
69713|375|60|1|159238.86|162431.99|470359.18
6189|1059|16|3|944565.09|512628.41|647351.725
79755|1113|6|2|46356.23|63703.5|531463.11
94214|1400|67|3|835291.07|156060.86|697557.165
55313|400|36|2|76377.62|680641.95|761150.585
1568|1489|4|2|457699.75|212330.11|406404.87
65123|566|2|3|75675.68|206804.81|124113.84
57272|1822|35|3|797621.02|382937.85|254167.08
60946|1110|35|2|386518.34|602807.64|443966.055
75150|1034|13|3|887797.98|284880.19|357716.45
92724|1356|87|2|718040.5|279323.46|9298.325
28568|176|57|3|907997.51|136633.82|690247.625
97126|978|77|1|371289.03|331042.43|703767.375
75926|1234|37|2|257657.14|880235.93|260916.765
83514|483|100|2|461073.75|932596.02|759885.015
17007|698|47|2|616369.28|178521.32|471917.69
31437|104|89|2|948111.31|805149.15|793777.835
3249|1613|46|1|630924.84|517052.95|295213.925
51757|1309|86|2|169684.64|522660.34|182679.555
16100|947|19|3|764851.3|51258.51|263551.09
26851|100|4|3|486288.99|3583.32|611535.955
59998|1825|98|2|126877.01|654132.88|492840.73
48345|1499|21|3|299667.44|397172.99|69456.095
87510|1806|94|2|24136.82|252698.29|698285.985
97919|788|14|2|421484.02|829334.37|534282.945
32545|1120|62|1|938641.16|387546.04|348803.22
29368|1008|42|2|140170.13|633618.21|57617.835
30945|1610|15|3|113769.24|172469.69|389642.25
18389|1090|16|1|646517.49|575141.24|65250.855
82822|749|68|3|568055.28|385014.89|277487.775
83269|737|47|1|285280.28|959367.6|370479.535
83128|1452|6|3|356805.33|867119.21|576991.105
41366|1217|77|3|102119.13|932541.91|423061.095
99994|402|23|1|7704.78|888185.13|349858.215
79715|1771|54|2|756863.47|501996.96|278348.31
9783|1199|100|2|839620.94|375713.2|433996.05
2345|1572|59|3|239348.98|89638.99|556557.58
76135|1028|66|3|551252.29|604495.73|316509.73
81791|1075|77|2|113885.47|114995.87|535635.83
64832|1727|3|1|302583.17|253427.91|544223.345
8028|1175|95|1|412042.87|446201.41|928565.9
16922|1241|59|3|949070.0|72589.22|660734.495
67355|849|52|3|236167.93|732910.64|576294.62
33166|1521|62|2|319707.31|655356.59|936331.96
4107|465|82|2|438915.7|217181.42|470814.825
25622|865|63|1|391662.67|477128.19|590674.47
57080|627|95|3|862023.37|712451.86|160730.79
24067|1505|42|1|983124.19|901900.57|905875.635
42885|1208|13|2|403202.96|253576.97|552215.755
46888|1819|42|2|139591.08|18140.91|811242.315
54893|1102|79|1|746689.88|32235.39|536824.555
30960|1672|10|2|53060.63|630633.18|569405.06
88204|1290|20|1|97927.7|179439.83|574541.5
63521|1740|72|1|669579.88|207113.32|451166.415
34066|1046|75|3|479622.95|828978.05|674772.205
43545|1050|95|1|695161.85|837092.26|680364.42
92816|1121|21|3|93749.31|326179.95|732280.75
50789|47|55|3|198167.98|298326.37|868704.65
9860|194|40|3|915736.06|344860.61|665340.47
80981|1313|63|3|96399.66|228565.85|506282.75
66866|114|73|3|201596.61|845604.88|833848.98
28608|1386|83|2|106633.25|296026.22|472260.21
62915|322|4|2|561270.35|252060.6|626976.95
73012|1220|76|3|675647.49|4407.98|581083.725
899|634|77|3|731766.5|310373.24|371974.795
16156|728|15|3|938167.91|693706.64|117250.255
17890|538|84|1|770157.69|203637.02|715515.095
55258|899|72|2|910582.05|598790.57|670121.535
