balance_id|date_id|account_id|currency_id|opening_balance|closing_balance|average_balance
73505|503|83|2|291063.89|579591.81|352293.79
71526|914|8|3|81873.54|576898.22|768981.38
79773|1159|37|3|632648.99|224067.14|304987.58
91225|969|100|2|606519.87|683986.28|432914.345
29876|1749|7|1|209495.15|396625.32|561496.345
22690|1816|82|3|488458.7|883131.26|553238.305
66718|592|37|2|366247.99|156109.98|215725.225
7929|1094|64|1|150256.8|375851.67|246574.21
39441|1641|2|3|295712.54|970527.01|389126.635
90073|1617|73|2|51260.39|61106.0|533859.59
71060|342|62|2|959160.76|401338.23|716312.525
96646|1694|40|2|995045.18|179647.98|213281.915
22839|1826|36|2|858481.51|657434.11|510247.935
41085|522|43|3|518847.12|601540.2|266253.82
92219|599|38|1|507963.03|140301.06|136870.635
22131|1270|63|2|480349.28|800379.9|390592.485
76809|832|25|1|925856.53|489288.88|398944.74
25170|1281|1|2|943940.05|60606.17|217877.645
91843|382|14|3|866254.01|238812.37|229029.265
82256|59|75|1|395330.25|55056.12|536950.4
98683|854|53|3|267119.49|288865.87|344687.23
1061|692|40|1|29642.47|778126.81|175757.34
63915|1315|3|3|866875.7|206296.64|376905.57
85068|128|37|1|274671.88|138358.28|633160.26
84392|1100|79|2|790333.62|920908.11|714318.34
68395|467|7|1|509769.86|889160.21|212025.575
2824|535|37|3|927635.09|779259.98|688907.635
41150|1524|74|1|152520.19|651217.75|166631.98
92179|130|57|1|556018.71|876439.71|308068.62
26182|1208|62|1|141890.71|149041.4|737618.095
44996|630|69|2|668557.94|327658.77|635011.895
30426|1240|33|3|623114.53|42853.0|320482.63
19427|1455|74|1|404422.14|665627.11|647689.655
33671|1193|24|2|741683.8|175700.84|409765.58
47087|1815|18|1|970360.5|559006.71|673695.455
19395|1388|72|3|598414.4|567084.41|456967.275
68109|768|2|3|41122.99|320850.28|695723.65
32427|20|34|1|272741.41|460077.65|635305.875
44450|1683|47|1|363414.4|98247.23|785905.105
7644|516|54|2|61864.8|514849.51|517886.105
90107|1263|61|3|314974.15|530744.11|439031.45
52662|1068|74|2|419623.81|423488.71|620046.555
81178|1357|4|2|603386.56|972231.07|440697.225
14996|493|15|1|645430.5|84413.94|265007.005
76245|804|14|1|842595.7|605979.52|737510.385
98278|741|65|2|38483.24|531286.22|783215.835
64139|970|88|3|55322.87|110794.89|494595.315
17916|1815|13|3|198249.44|115958.25|143198.31
57075|341|60|2|120794.03|573306.49|392840.15
886|1394|37|1|850586.04|712284.57|632978.845
17249|548|88|3|704085.54|971592.62|34219.175
50234|1621|51|1|54203.93|712427.64|527359.02
307|1046|44|3|134749.69|818691.01|531124.905
51710|683|43|2|937452.53|476537.95|433699.23
61950|1660|79|3|36233.26|782401.97|520228.85
54305|553|37|3|773596.25|476204.83|726546.395
27310|1023|21|2|447007.42|535124.72|713762.445
9474|607|96|3|855924.08|19810.14|236448.23
27809|915|28|3|236137.05|869282.23|254416.025
28039|268|13|2|129661.35|432320.52|692459.83
10457|338|77|2|261290.89|405820.56|581936.25
24842|1657|68|1|682299.28|721712.14|181775.46
54324|1498|2|3|495014.24|710509.87|737545.725
19302|1599|80|2|978369.57|884475.47|113007.645
25602|1655|36|1|337382.88|335766.1|201994.83
24209|798|83|3|231971.66|526637.99|514228.69
62406|274|96|1|544999.82|521965.15|642023.44
82874|643|32|3|310547.21|383542.01|113943.775
50640|175|10|1|655894.96|866807.85|161467.965
52273|228|22|2|112435.91|588046.9|318274.86
62739|76|48|3|790537.1|364555.38|355269.805
40785|353|91|1|515197.25|595540.1|718739.95
10702|289|51|2|648331.94|965477.72|497376.93
22920|1231|47|3|980293.97|363995.59|674183.595
85347|1161|27|2|594311.4|74483.63|330903.9
21161|1405|96|2|154075.66|401336.87|602885.485
74447|168|100|3|118187.99|520651.53|226123.02
62589|1454|87|1|693813.39|274530.14|589667.86
8234|782|92|1|120635.28|51302.17|166571.165
18253|1186|56|2|892779.74|323302.49|258708.675
61135|1484|81|1|979454.74|793349.57|313752.8
56271|1183|51|3|588715.23|302020.09|317329.09
81744|1802|69|1|153486.47|659035.4|743363.025
31819|300|91|3|402918.74|683776.53|507477.345
11673|588|82|1|757161.35|231479.72|485341.355
73811|1133|38|2|950374.28|799339.82|581897.235
95780|102|93|3|430513.2|910439.3|209615.045
1028|1721|64|3|574154.93|185834.21|604208.535
29127|492|40|2|588580.07|294140.02|765129.815
95123|654|64|1|45332.64|77299.95|654389.82
91248|888|68|3|83408.76|252130.77|245166.39
89364|1548|56|3|764127.26|721498.32|524257.645
64459|337|33|1|609071.72|920251.78|522217.215
85993|640|94|3|880122.74|693849.18|581934.41
20242|1552|1|3|78625.44|574533.97|656154.59
60596|1267|6|3|643085.32|323326.05|213658.88
12319|1255|98|3|348160.82|573571.07|584237.82
47094|1722|97|1|792155.73|467608.08|178450.705
69793|727|18|2|672231.83|659468.05|286253.685
46581|1162|69|2|827443.15|58086.26|395575.08
80197|1668|16|3|822668.64|74375.79|320324.6
12026|1469|100|3|206003.26|16365.08|686130.825
22446|726|62|3|713146.19|88188.58|462799.705
94742|50|78|2|560005.25|685401.12|616476.295
54203|1141|57|3|540038.88|768018.61|503640.425
11392|1100|78|2|339332.05|737214.92|922255.27
84424|642|33|2|525710.57|890731.1|634917.015
65879|617|39|3|998645.8|941209.36|933306.9
21978|1361|71|1|655752.39|636775.86|632387.285
20413|909|77|1|611258.7|438722.66|624897.405
95095|1629|38|2|95682.6|739425.76|499497.255
28552|831|26|3|373351.94|676141.1|328256.895
89124|1196|13|1|324914.44|431233.03|334305.09
87925|356|74|3|549451.7|334144.68|862188.85
43855|990|68|1|419931.54|592884.45|576807.61
58589|1492|95|2|700234.01|643218.21|513048.79
64148|1312|22|3|883634.83|9871.31|888134.48
99269|1824|94|2|883757.48|834850.06|541703.625
71434|987|100|3|351571.01|700322.11|674123.38
41546|1044|34|1|16216.15|684431.68|510707.16
861|1660|64|1|233090.55|409374.59|274858.515
82857|1117|11|1|834086.29|133918.13|290645.435
74695|1047|82|3|808156.26|969292.3|448570.235
21811|525|48|2|612271.56|55452.27|319189.63
30786|438|13|2|216922.35|481018.18|261543.755
8409|1299|62|3|19919.66|801588.52|136566.14
31720|277|100|2|371061.88|99266.71|446644.8
99681|1009|87|1|488054.05|860074.14|670684.025
94861|776|25|2|183314.27|47759.71|673046.53
69385|976|61|3|662855.38|486734.76|174310.025
59245|1239|64|3|464797.93|826624.01|691345.595
15006|983|3|3|241676.93|130857.88|685682.38
37719|697|50|1|837646.11|517424.04|872045.89
12357|321|73|2|533640.55|537836.15|275601.17
86849|1072|65|3|730556.8|755826.36|434583.88
82213|1110|32|2|630594.58|604248.06|766431.66
29553|969|67|1|660976.22|975770.41|161231.535
92745|1001|2|3|228656.62|11340.39|551679.43
94672|741|6|1|507693.68|200215.66|318835.865
11979|238|58|2|63242.46|600682.7|348215.425
72626|602|14|2|528701.08|562251.52|72832.895
88748|1716|25|1|593683.11|42722.41|350840.13
42848|414|9|1|783678.22|12321.87|271146.69
91620|649|13|2|499231.31|389795.11|242487.525
88395|150|51|1|372435.61|78183.52|505809.14
37875|1429|41|3|532851.04|530159.66|102325.335
3494|42|57|2|172599.82|563131.45|447780.31
26005|1395|22|1|564549.88|79286.72|615029.58
69961|1630|18|2|450473.13|147409.04|882234.05
13915|730|42|3|172790.38|126844.28|456815.475
73156|591|39|3|823892.17|510352.77|867899.34
66453|1111|30|3|957610.0|867265.24|883154.725
11631|958|47|2|679149.48|236993.84|707464.24
38359|1674|18|1|473612.53|767934.02|175808.735
53147|878|75|1|735946.99|909837.75|463043.635
46101|1230|97|2|96200.25|95079.41|338931.135
68328|789|7|2|611777.22|5029.03|431971.15
93076|149|22|1|496162.64|865246.05|661557.305
53242|56|82|3|226557.21|221970.61|331065.21
65779|1779|16|2|19026.83|638311.7|802407.99
60212|1518|33|2|172435.85|455265.7|616215.925
17116|540|13|1|903770.15|674620.06|493165.015
19042|1443|15|1|394617.93|155349.51|398107.685
18893|899|80|3|620450.85|706011.02|555444.79
12009|1488|42|1|541319.31|552072.39|465154.625
73141|245|40|2|747237.15|351869.45|672764.33
87906|65|1|2|501204.3|778454.59|646838.785
47753|1452|26|1|4153.11|12203.37|137366.52
24489|318|27|1|941561.52|881836.67|266783.06
43322|1401|30|1|654269.37|284420.26|439236.45
44682|1815|13|1|273793.71|981684.43|781146.825
45978|1108|34|2|422434.9|508662.86|655478.255
62561|1139|90|3|449386.07|98192.16|590558.555
82533|1087|35|3|973893.79|302777.95|579127.05
15821|395|7|2|88343.41|754662.78|288495.615
17681|341|80|2|90587.17|41480.35|156823.205
90664|1350|96|1|41064.68|379274.45|310153.155
26533|1346|69|3|87226.24|524511.97|684098.895
86114|1674|70|2|814727.09|360730.24|515083.23
2430|1329|35|3|784600.45|100849.84|727315.525
7291|1220|8|2|116957.26|544128.5|523428.33
38154|1042|14|2|327188.08|839641.1|411345.59
14183|960|94|2|271615.12|528484.36|736959.085
66295|359|8|3|247319.16|882126.99|578627.0
43768|1241|41|3|437809.42|58835.8|345807.005
69563|1796|97|2|475754.33|33277.3|746896.625
4484|1417|54|2|70963.98|424649.69|167417.065
64901|1616|93|1|393730.18|584467.12|562937.41
72460|307|6|3|605816.75|898079.33|570647.91
66764|1511|9|1|702620.56|563859.28|721825.69
82615|1562|77|3|604670.23|908555.91|927256.305
61246|1827|77|3|115509.64|380243.21|305783.555
63651|85|64|2|824437.13|344943.59|649718.78
58274|396|90|3|739408.61|221033.59|197220.29
64702|661|66|1|191340.5|921009.73|622005.115
77200|406|39|3|82571.51|502560.78|491768.185
24370|1339|6|2|100761.56|927874.41|429509.32
77737|1642|60|1|829429.58|691320.7|696376.76
95792|711|39|2|684897.74|448691.4|240602.98
17683|53|78|1|837299.12|298877.31|620185.85
69422|269|91|1|411084.86|267216.63|626676.62
64520|1751|98|3|26431.22|536686.32|268035.065
85504|143|68|1|314916.74|925458.27|455175.31
8370|1277|39|2|642551.8|109982.63|434967.01
87445|427|75|3|920852.09|392291.27|578787.715
29442|292|71|1|844582.73|29328.97|639644.72
90259|1001|29|2|82384.07|824524.14|526275.27
3116|1630|96|1|889290.09|143653.48|408561.64
32536|1129|41|2|964605.8|918624.5|546565.07
89258|100|28|1|697881.18|957884.87|871152.315
97570|1769|10|1|384253.17|933002.55|532553.81
42263|626|83|1|763259.67|812723.14|450650.24
66872|684|28|2|413616.02|455970.86|610475.245
70862|1475|63|1|74115.46|321046.27|632315.755
99622|1734|12|1|195019.3|227835.13|522654.835
46923|1073|59|1|501091.25|74025.44|519056.985
15869|1094|82|3|239143.42|33509.42|781480.1
33921|478|86|2|53444.52|521019.5|567565.295
84313|289|75|3|950248.42|739975.38|270191.43
23322|1749|34|3|446274.63|316912.99|577424.285
95306|1507|10|1|438408.93|619502.32|627136.035
99756|721|43|3|181421.83|237304.94|473338.085
96993|1205|95|3|58533.08|413432.11|495894.13
55169|1466|46|2|880618.42|251291.46|863530.455
53608|730|67|3|603112.88|590196.77|203842.915
86896|1826|9|2|409864.04|50481.31|773550.985
54933|531|7|2|623869.76|137440.83|584073.53
49455|595|66|1|744881.34|988121.08|126199.0
99513|936|69|3|74271.86|98463.04|137257.255
95998|1551|82|3|34823.81|382260.78|292571.805
44522|661|63|3|694788.9|445191.73|341703.47
81086|1816|93|3|335610.1|878028.95|176745.065
5291|1695|2|3|27867.16|326889.49|279477.64
52023|354|72|2|657502.35|118798.69|142584.09
81354|299|82|1|546709.3|889219.89|41738.665
19345|657|11|3|415647.95|905896.2|235949.49
20030|322|77|2|507749.52|779564.71|455603.065
4365|548|87|2|796090.8|184666.46|419308.56
11780|986|94|3|42098.68|610558.83|515549.595
99729|251|77|1|781607.77|260796.79|819432.23
63600|237|99|2|183250.34|664775.88|913602.26
44906|1251|98|3|105278.0|814505.55|433318.085
98952|1139|29|1|27087.25|499731.09|355753.0
77098|489|67|3|402919.85|331797.04|562037.765
71998|670|89|1|765957.85|36727.37|374439.61
93217|1709|45|1|722468.63|929484.4|889470.935
71830|589|88|3|170649.6|309114.34|395856.135
46786|1478|23|3|18928.54|992299.6|595731.71
14470|996|10|3|98191.35|768391.74|294457.71
21524|152|81|2|77646.77|9778.96|152759.65
36300|4|76|1|326272.43|255915.93|677507.92
42231|1236|9|2|302427.67|359351.04|372879.185
82152|305|63|3|307577.17|629034.39|841286.515
45726|158|51|2|357058.21|5548.76|578291.245
84398|1786|11|3|800129.42|632100.88|968921.695
85482|1054|20|1|766404.85|853962.19|383959.665
14308|1485|93|1|72163.18|65209.06|452405.47
9393|911|86|2|687894.76|520554.58|585098.96
90330|347|40|2|868337.74|534289.8|450332.455
9856|1252|30|1|528514.74|336240.35|831059.855
70639|1040|53|3|464511.53|795537.89|565377.44
67288|210|4|3|516323.86|232536.5|89921.94
12307|1257|20|3|688484.86|984137.13|474932.355
53626|813|31|3|719503.71|164261.05|838288.935
12776|1413|12|1|488145.32|762803.74|355780.235
53457|940|97|1|640126.66|542415.76|435041.96
65831|116|5|1|128532.13|216969.45|485297.14
17721|377|77|1|904451.27|96561.98|739144.955
4538|78|67|1|776701.23|536732.68|628833.74
27834|1433|50|1|869869.11|424706.5|574387.67
87523|779|79|1|524026.22|746297.13|499176.505
73689|109|13|3|773101.88|599526.27|279536.96
53489|1647|9|1|156746.98|175787.28|450140.89
85835|600|85|3|265769.85|542483.61|281693.775
6908|1308|50|2|308403.8|871047.66|545835.82
63247|92|38|2|911561.46|237880.83|375756.935
20766|569|31|1|738909.15|184777.2|376348.355
85963|889|60|2|374564.25|56020.11|436625.59
9933|476|38|3|18219.33|588896.16|496546.55
97782|1717|56|2|722705.28|68947.62|544717.1
77780|1350|78|1|874758.46|241733.84|95221.565
58835|425|7|2|297934.14|942605.35|232514.21
33017|1585|33|2|319427.34|220344.09|348937.76
69502|1591|9|3|443030.94|257398.76|91080.05
45719|1054|47|3|761942.83|938361.42|391942.015
74652|1413|77|3|165323.91|776854.24|260688.56
11369|388|82|3|398552.43|885601.3|394471.145
62639|899|54|2|88503.41|208982.23|332559.2
60753|409|52|3|31302.72|41411.7|530586.95
77611|1565|63|1|261326.76|584692.92|378844.48
70451|1788|22|1|528491.36|157625.13|954730.575
55660|316|38|3|782154.93|240788.74|761816.77
33638|534|75|1|309694.28|579952.39|607188.765
98046|1787|10|3|705395.19|860777.42|496310.885
95484|1067|14|1|261934.76|483986.15|886565.84
43390|11|59|1|347688.91|587701.74|613704.97
49493|931|50|3|182644.58|539153.78|928439.275
88723|983|36|3|876771.62|119782.49|192143.025
54551|580|42|2|309836.5|933301.35|634949.66
9426|999|50|3|549979.1|966542.05|591298.09
85601|1417|21|1|631204.74|137739.9|726738.01
51042|357|69|2|384791.94|404659.22|758551.645
67664|751|27|1|436217.16|14819.11|692562.62
45958|134|19|2|933486.39|715262.73|469843.265
70600|1008|41|1|342556.87|486785.74|246487.515
91448|86|8|1|284577.9|942201.12|550508.93
48810|955|33|1|866962.52|615610.03|495706.47
16015|1585|88|1|280900.57|664782.5|557058.095
27550|325|53|3|257728.12|870937.97|795827.235
71451|351|85|2|90149.34|88353.65|491306.345
53804|1261|23|2|477159.06|592419.48|422584.54
95777|379|99|3|753909.19|276240.51|403181.455
78795|1255|82|2|136582.9|524230.3|658210.335
65417|138|91|3|708826.51|235913.79|398334.96
60384|925|59|2|632611.18|25567.95|456777.585
2396|1270|95|3|657036.71|964715.68|840598.925
14016|1229|88|1|29870.49|755560.54|336873.37
54760|720|7|2|741225.47|636571.6|716453.36
87544|1698|45|2|371865.75|668880.31|347041.09
27141|1654|46|1|385549.07|278022.67|766514.52
79183|875|30|2|226600.65|988646.9|660476.425
73543|424|66|2|507707.14|689314.13|777281.96
35942|1210|55|1|282442.97|290811.35|351935.91
8128|1575|40|2|409879.63|87553.8|689664.12
61654|267|67|2|816880.44|982204.55|518782.325
9708|155|19|1|886133.77|507526.86|676001.73
15441|173|77|1|285823.67|222209.84|282371.11
48961|403|54|3|180016.12|823949.36|227958.675
21546|1123|13|2|552041.54|543468.59|438070.14
47064|592|64|1|67999.1|613079.25|644526.04
97970|470|72|2|178975.26|417614.57|277036.89
85529|1805|12|2|804279.57|403417.65|649998.35
41097|725|10|1|650683.25|81248.12|330606.21
23479|529|72|1|977031.87|321744.96|880600.39
47495|1645|98|3|869894.66|965204.04|632610.5
36636|551|91|2|937948.07|720111.96|722066.77
21150|1018|15|1|839600.79|190962.13|701102.21
51524|819|27|2|321586.2|302740.82|462750.145
29128|1618|87|1|79282.33|992574.34|739243.225
42108|1541|35|3|629890.19|411680.37|632635.495
76307|865|93|2|205426.75|136195.97|560054.115
23727|1140|91|2|200161.57|507018.43|572467.84
4914|1704|13|2|156115.88|213928.85|451745.44
79543|209|70|1|782127.04|529215.08|847192.185
57555|1349|61|1|253321.28|100773.64|443704.875
82876|830|31|1|844480.61|62227.49|828183.765
2251|1386|16|3|103553.18|492432.45|445046.285
86918|1112|71|2|31.65|935091.28|473677.385
89251|1624|32|3|47428.17|617245.64|556525.87
26893|1486|67|3|403054.5|86128.67|676573.49
81020|862|20|2|243208.36|742958.45|500820.13
64662|1618|16|2|765774.63|294499.96|471894.84
90101|5|56|2|129720.91|75281.32|261660.175
42351|140|80|1|661233.94|507907.84|605670.335
55379|538|52|1|182263.68|115507.17|550309.14
49030|1357|63|3|710061.33|632244.54|406816.135
88971|756|26|2|668454.72|364935.14|651551.445
99508|207|99|1|480741.81|663856.23|574084.355
93369|1409|87|2|22453.54|266657.68|410886.43
35213|356|67|3|997976.0|599798.33|794202.62
25468|1162|23|1|340958.86|439181.65|675529.545
25540|163|74|1|395505.25|101825.79|846022.95
