investment_id|date_id|investment_type_id|account_id|location_id|currency_id|investment_amount|investment_return
28396|680|2|27|7|3|958572.37|14019.27
78791|1512|5|10|6|1|637815.74|13487.58
86694|1563|4|36|6|2|476054.19|5614.27
68497|577|1|65|4|2|729852.36|7394.02
30009|1191|1|83|7|2|33808.76|12725.0
88409|1670|1|9|8|2|149288.46|-1683.88
92333|626|5|54|12|1|782931.98|14355.17
33613|434|2|5|18|1|188754.2|11730.93
32932|331|3|9|46|2|445987.9|11364.97
15141|884|5|8|35|3|294962.46|-814.57
48061|681|4|38|16|1|269209.79|3184.63
21278|573|3|57|1|2|344001.57|6099.68
39974|367|4|55|43|3|186788.73|9449.8
85669|1381|5|8|31|1|279300.47|10328.37
71507|99|3|56|37|2|600043.93|-2090.37
51486|1644|3|54|6|2|747513.18|14389.28
22995|925|5|50|3|2|195483.04|8938.72
72438|1722|2|68|19|2|25819.57|-343.69
98206|775|1|96|40|3|806583.2|-1842.71
71244|1425|1|36|43|2|111918.24|3875.49
13533|1275|1|28|19|2|105581.39|9714.55
45006|1388|1|97|10|3|370858.99|10946.38
34463|1459|1|31|11|1|537004.56|7634.43
57303|472|3|14|47|1|694737.46|-3860.96
98823|1493|5|83|31|3|661947.93|-2726.09
56483|668|4|86|23|3|863310.18|12477.03
34888|474|2|49|10|2|599785.37|-4885.55
60923|773|4|16|30|2|405020.62|3971.84
44076|1604|1|34|31|1|711738.97|12637.31
830|1323|5|22|48|1|160828.67|11252.48
19530|1390|4|39|10|2|355343.7|-4815.71
58497|584|1|24|30|1|58798.14|1700.08
94638|1600|2|28|7|1|429997.73|3468.46
92428|1010|3|52|15|3|591880.92|12949.76
64988|1405|5|8|33|2|72777.12|-2423.15
59573|208|1|83|11|1|669727.32|4106.26
1170|692|4|17|47|1|168942.44|13638.54
30014|218|2|81|33|1|376581.74|10023.68
8530|974|5|27|40|2|645080.47|-2106.75
63937|830|1|92|32|3|220965.61|-3058.71
21409|919|2|1|44|2|678141.21|11319.99
70658|394|5|10|40|3|289149.81|1472.91
84899|838|3|29|47|3|170430.17|-3070.63
14943|1033|1|66|43|2|854680.86|7987.67
69079|95|1|21|9|3|394448.51|8103.02
31419|693|3|33|33|2|325067.48|4162.7
19672|736|4|55|24|1|968021.33|6401.28
28358|18|1|6|30|1|374999.87|-1051.75
574|16|4|62|28|3|585498.32|7304.3
26349|221|5|72|10|3|229351.86|8632.41
2058|1065|2|93|34|3|541418.82|4524.14
22301|673|2|34|31|1|949466.34|-2219.6
82381|859|5|58|42|1|27640.91|8272.3
96430|393|3|95|18|2|169171.25|12821.07
79413|618|2|6|47|2|666282.64|1646.76
26511|1680|4|68|24|3|369104.98|6556.9
68623|1371|4|90|11|2|191795.21|5875.13
70448|944|5|68|33|2|755815.49|5978.34
27025|1093|5|95|45|2|889745.33|-3949.31
41417|533|2|95|12|1|423016.29|3565.67
95059|1500|5|35|23|1|343588.44|2526.58
38254|824|2|64|30|1|38865.58|11646.54
30634|1822|4|24|13|3|571715.24|-2619.37
52537|1189|1|80|47|3|81104.0|-1736.91
41699|1571|2|34|22|1|747831.72|14656.46
52466|176|4|81|7|3|213089.5|11737.06
31223|957|3|36|50|3|9676.6|11980.04
44605|179|1|65|42|1|906133.01|7643.46
84473|1583|3|21|31|1|208121.06|-840.23
80872|1726|3|1|7|3|972078.58|3581.61
74828|1004|5|91|37|3|409700.33|-4318.45
84859|270|3|3|28|3|209103.01|4423.38
62948|489|2|38|17|2|711314.29|12147.29
9007|1269|3|48|34|2|666333.48|-1395.09
91033|1159|3|71|29|3|902774.41|961.07
12986|162|2|84|6|2|148563.7|2140.29
8685|1360|2|75|45|3|658942.23|1889.86
57066|1674|1|27|35|1|77590.51|3645.9
39182|263|4|13|7|3|467992.4|-4474.35
34683|343|5|99|34|2|412780.24|3318.2
29006|399|2|37|38|1|966652.48|9858.4
75880|80|5|19|41|1|119115.8|-4922.7
89802|789|5|67|42|1|780769.62|-928.91
50588|1680|4|2|4|2|826044.42|592.07
85979|1633|4|59|41|3|559411.68|13564.59
69604|1067|4|4|40|2|245210.03|4053.11
68085|907|3|20|23|1|804619.75|14284.48
86486|979|3|60|30|2|609768.36|13709.7
80278|608|4|88|18|1|755070.67|-224.33
1701|802|5|73|27|1|583489.06|13357.54
81265|1452|4|100|9|3|258149.1|-2176.12
1603|1222|2|19|20|2|318964.41|7831.17
31899|846|3|96|20|1|655994.28|-2521.7
96520|1109|2|13|35|1|394979.2|13017.14
67145|496|5|74|41|2|580036.82|-1013.4
48643|1433|2|67|39|2|75119.08|-865.99
55440|117|2|36|18|2|582993.36|-568.56
61882|1051|1|39|11|2|364258.77|1645.61
1183|123|2|13|5|3|622838.53|5621.71
77566|673|2|18|36|3|848084.67|10990.99
20817|20|2|26|12|3|774397.35|708.95
87547|560|2|54|3|3|859970.15|392.54
26569|934|4|32|42|3|692013.28|14319.17
89488|1080|4|96|3|3|494669.25|11799.21
80901|1194|3|18|9|3|108945.35|1432.97
66909|1269|5|8|38|3|215562.54|10006.44
16380|1727|1|54|34|1|805096.54|13078.54
44872|1139|3|94|40|3|609977.57|3160.8
45408|87|5|6|30|2|777204.28|-2779.19
81945|1801|4|83|1|1|402631.63|4905.93
91193|904|2|57|47|2|334867.33|-981.99
2052|1582|1|7|33|1|21437.27|258.57
13483|1748|4|83|47|3|786217.5|3582.71
94756|1027|1|43|39|2|98285.47|11961.9
33677|24|5|17|14|3|130825.36|1185.63
47709|682|3|86|31|1|848351.38|14060.2
6662|1091|4|74|34|2|308686.38|4111.75
18316|94|4|39|12|3|157863.87|-4164.14
50472|1028|2|44|25|1|676328.34|-1851.12
43575|1062|4|49|28|3|105566.22|2410.95
39766|957|4|34|13|1|636077.21|11064.34
97454|15|1|67|17|1|850523.45|-4037.62
89432|81|5|13|50|2|714995.1|8295.01
6144|370|1|24|27|2|471535.07|10327.45
75935|1745|1|25|18|1|765641.74|8023.52
20695|1039|2|12|14|2|445692.74|2131.15
71427|980|3|2|27|1|931554.92|3661.14
56026|1460|5|23|24|2|59864.24|5130.15
92401|108|4|100|25|1|719894.75|5833.34
4699|200|2|77|28|3|775999.16|897.5
64199|337|2|5|27|1|63217.25|3165.32
13912|1824|1|2|35|1|17740.77|12004.7
97580|663|2|50|21|2|333003.62|4616.17
19681|654|5|8|39|3|635482.7|4691.89
18635|624|4|93|42|2|314735.57|9784.29
27518|616|2|8|17|3|883441.41|11022.1
59160|62|4|8|3|1|104745.95|11808.61
90898|67|2|29|7|2|247754.41|2173.95
93721|1060|2|32|6|2|211284.54|8620.64
26643|1677|4|40|23|2|120995.08|2844.31
13757|992|2|32|18|2|948555.97|12941.01
2568|780|5|41|25|2|474339.35|-3806.07
71408|1412|4|17|26|3|584074.58|-4649.75
95838|1218|3|40|17|3|713997.97|13812.95
15222|806|5|54|28|1|875455.77|13978.2
12452|292|2|57|14|3|773331.31|-4869.78
27417|1162|1|35|20|2|702099.24|9191.97
59098|1342|2|35|41|1|834749.48|5875.85
45873|926|2|41|45|3|435667.54|4160.52
75547|1114|3|36|18|1|689622.14|4176.91
26787|1197|5|31|7|3|144605.51|12316.02
59576|285|1|40|20|2|3090.29|-853.27
69345|921|4|78|10|1|228152.09|-2221.99
39074|78|4|39|21|1|542781.48|5372.38
62018|215|4|86|12|3|972069.52|-692.55
11143|699|5|74|31|1|146636.29|252.1
36989|1336|2|16|15|3|543108.34|13317.68
96810|850|1|93|20|1|873047.0|6088.8
44662|1380|5|91|41|2|439979.9|2937.34
80296|516|1|70|44|2|383539.07|10848.18
87563|1410|2|19|34|1|196495.31|12649.2
80044|827|3|23|7|1|496394.43|1600.27
10896|545|3|41|41|2|155101.34|10383.55
26038|1643|5|94|20|2|487419.14|-621.5
72804|1241|4|54|11|1|139702.03|-4079.3
39506|1122|1|62|39|3|691661.62|-1720.78
4673|905|3|2|10|1|882235.71|1441.46
41887|1119|2|43|15|1|941953.84|2631.62
53316|751|1|16|1|3|629872.14|-2626.55
50947|656|3|92|48|3|614298.96|12407.6
38028|1811|2|27|20|2|543043.43|-4894.24
85000|1457|3|33|14|1|641005.62|8705.53
33231|385|4|75|3|3|317555.72|13132.69
79156|816|4|97|8|1|347053.29|8023.55
7381|1564|4|44|25|2|576244.22|5650.77
92715|659|3|24|31|3|395317.41|8351.77
77547|707|3|70|11|3|56897.82|3750.15
7961|333|2|7|9|3|556133.73|5582.68
79554|328|2|69|19|2|1774.98|8692.45
23736|132|1|39|22|1|647706.0|-3700.5
27078|1095|5|10|29|3|253093.95|1249.83
28618|1246|4|23|29|3|170214.74|1385.08
16108|1121|1|96|19|3|569142.63|-2077.29
37137|1800|4|67|25|1|667850.29|10593.9
34984|660|3|73|1|1|966101.75|2939.19
44393|1673|4|15|21|3|409912.12|8495.49
57672|1778|1|93|28|3|341884.54|4439.25
3525|1541|3|1|16|2|78501.45|7490.64
31402|899|2|43|5|1|151987.09|9674.42
66055|1258|3|99|31|3|231499.27|7378.03
91200|1099|5|54|46|2|708720.32|3024.58
79643|452|4|99|36|2|376191.54|2702.19
16168|221|3|36|18|3|90841.71|-255.27
25667|1458|2|30|18|2|857938.21|1638.74
23179|1157|3|64|25|3|509206.24|7939.23
38345|951|2|6|42|3|227012.14|291.83
22255|616|4|49|1|2|511461.79|2127.57
62714|749|4|63|29|1|787698.92|13486.01
94655|145|3|27|34|2|787534.6|12221.9
16032|782|2|21|27|2|129849.09|14873.95
72050|1656|2|74|3|1|559459.75|12998.02
90059|1812|5|56|18|2|499227.76|13110.18
36688|613|2|68|33|2|210122.59|14394.78
80369|1111|3|58|25|3|872639.19|12807.91
1048|237|1|46|22|1|903762.03|797.35
78481|1095|2|45|49|1|454381.73|4654.38
99068|1321|4|97|27|2|500621.38|2370.93
55076|272|5|10|18|1|46533.11|10406.19
89356|1268|1|56|33|2|886759.73|14428.36
15260|418|3|85|17|3|614186.17|-1744.78
45508|103|4|15|45|2|608903.47|-4513.42
10076|889|2|61|31|2|617174.3|14282.64
66155|1537|2|45|40|2|883171.52|13492.69
72743|1368|3|15|28|1|405108.9|8566.08
52498|576|1|87|14|2|521134.2|10513.29
85380|1474|2|99|38|2|38401.75|3588.25
18346|956|3|77|9|1|528769.73|6946.17
35373|1741|3|26|41|2|75850.73|12709.88
95614|865|4|89|48|1|902816.63|-1318.57
14971|1823|2|60|3|3|603495.14|8942.82
62883|1091|4|43|15|1|362800.88|-4924.44
69390|1383|3|72|41|1|78933.35|13133.71
96640|1407|3|73|31|3|938861.26|12611.74
57890|904|2|10|48|2|511180.5|11260.3
45195|685|3|71|43|2|231983.67|-4171.55
89621|1790|1|14|16|1|223525.11|-181.25
88577|1226|2|14|14|3|712055.95|11039.64
51754|510|5|12|24|2|104073.41|8425.5
83349|999|2|3|30|3|362182.61|9574.96
93529|236|5|76|6|1|145878.22|5457.29
29868|1466|3|53|3|3|412163.68|4705.39
81232|1294|2|9|26|1|702372.48|11632.1
95810|345|4|1|29|2|650568.25|8479.85
96712|1049|1|11|20|3|336569.82|6865.34
85527|303|1|79|39|1|460027.96|-3530.86
48383|266|1|45|15|3|254194.29|-2657.52
4112|1809|1|64|28|3|224913.37|9068.41
94558|1072|2|73|32|3|857456.35|3742.64
58070|1064|1|5|17|3|962395.45|-274.27
55145|1325|2|59|20|3|643535.97|14145.36
24154|1412|1|93|4|3|50637.35|-3680.31
17639|125|4|11|8|1|626737.83|12229.29
10904|446|1|87|50|1|898824.15|8080.85
81536|743|1|16|20|1|458188.87|5198.23
46846|1164|3|43|40|1|75958.94|3641.44
4638|1661|3|46|32|3|269376.86|9113.62
36732|966|2|13|8|2|521401.23|13611.62
83411|178|4|50|48|3|302691.81|-935.44
29065|946|4|71|24|3|277020.36|-1981.02
37536|1248|1|54|26|1|27627.13|-4306.07
40577|538|4|20|1|2|112249.86|2222.93
16058|640|4|78|14|1|704225.39|11410.39
92548|1790|5|82|18|2|552123.48|5827.78
66970|911|4|37|4|1|515048.09|2220.02
41181|674|2|43|30|2|847316.27|10446.7
2615|591|4|13|31|2|973081.64|4411.21
575|1186|4|97|1|1|451011.92|12296.16
44786|745|1|7|31|3|599908.55|7171.25
9314|1202|3|82|18|2|200421.32|-1869.59
56973|477|3|20|15|1|603121.16|117.57
88544|1235|2|27|1|1|262825.67|13797.79
36340|617|2|30|45|2|804363.31|241.94
23424|126|2|91|43|2|756975.86|8442.05
86621|1022|1|20|32|1|801068.38|10456.07
21870|1695|1|24|47|3|951040.36|14550.55
1847|99|5|53|18|3|748725.92|7139.33
6376|128|5|15|32|1|548764.95|13339.88
91887|990|5|21|37|3|617653.95|3482.99
55164|399|2|92|3|1|399575.23|-858.52
97083|1708|4|51|13|1|30545.42|151.2
83880|1347|5|39|33|2|755396.01|-4799.55
53274|612|4|17|19|2|533563.81|2026.16
87532|1092|2|67|17|2|503851.21|-742.06
43463|1546|5|53|42|3|875925.08|5355.69
32439|299|4|10|45|1|844129.16|6121.05
55018|1768|4|48|35|2|620307.76|3824.23
71049|7|4|51|5|3|627660.49|4352.32
83706|871|3|71|42|3|414386.62|11769.99
98018|536|3|87|38|2|686237.29|2264.62
38867|1023|5|73|34|3|6466.93|9536.56
74325|1127|3|29|11|3|906871.49|-3840.2
50261|1269|3|18|48|1|308653.47|4740.59
65436|1061|4|39|41|3|415687.98|476.63
67249|754|3|83|20|3|584304.33|4083.31
72811|331|5|65|33|3|859061.98|6652.36
91522|523|1|66|40|1|194759.07|10593.81
91453|157|3|95|45|3|869270.88|11410.16
41042|1457|2|72|27|3|662142.28|-2872.83
69958|1454|4|56|33|3|472942.09|14508.16
43639|56|1|26|26|2|269443.6|8003.8
56837|583|3|86|17|1|907770.91|9529.76
99980|1123|1|72|31|2|957828.42|12448.83
2045|883|4|62|32|3|2475.13|-2063.87
10710|239|4|40|19|3|562434.03|13251.48
35622|1697|3|26|20|2|281663.89|-3928.3
68271|1265|4|72|3|1|248290.73|10516.37
95755|1403|4|89|49|1|180028.24|1984.75
36102|1202|3|53|39|3|25337.23|-3326.33
52011|469|5|94|43|2|20504.08|-1272.27
58333|839|5|58|23|2|183415.8|-2150.13
35115|479|5|46|38|1|418983.42|3292.2
70491|167|2|75|13|1|323725.09|-2963.25
38199|853|5|45|18|3|474868.69|-14.52
97897|1768|4|75|23|3|800872.33|11093.13
90486|647|5|17|20|2|952767.25|4574.75
36522|720|2|68|47|3|299302.35|8099.9
4371|13|1|64|38|2|928406.0|10170.6
41314|791|3|10|35|2|851869.79|10527.87
55152|707|5|2|4|3|434896.26|2390.42
96412|805|3|85|24|2|867457.64|14622.45
84336|29|1|54|31|3|267673.87|-879.69
91744|375|2|34|6|1|973393.98|6410.07
37400|1692|3|78|8|3|288737.35|13119.04
80077|382|3|75|2|1|675338.77|2944.71
85630|1197|4|95|28|3|833287.21|-524.45
78024|1218|2|59|38|1|212428.58|-189.62
60286|191|3|23|20|1|916503.25|11341.07
48275|712|5|90|13|1|307167.47|9917.56
2738|1739|4|37|7|1|461145.34|11909.65
95831|128|5|62|11|2|945761.09|10372.18
62725|794|2|5|35|2|288498.49|1047.18
39021|148|3|77|31|1|441673.52|11639.01
12194|1611|4|85|40|3|296681.96|4943.25
92213|185|2|34|11|2|556732.09|8631.25
5148|871|1|85|24|1|672981.47|10021.62
78559|1305|1|91|41|3|518572.03|-1911.63
37670|774|1|57|26|3|532409.86|4439.72
91059|451|1|72|16|2|322371.93|10493.16
81243|1638|1|9|42|2|926193.87|14344.93
44219|1077|3|68|34|1|89392.68|1729.05
49798|1202|1|73|34|1|546124.92|-2105.89
80646|928|2|41|16|2|207997.81|14358.85
85761|127|5|97|31|1|113972.71|440.51
38997|1430|5|37|19|2|67166.1|9500.7
96319|748|4|63|25|1|173804.96|1327.44
87731|509|2|29|45|2|103984.37|-3613.18
33940|991|1|35|37|3|397907.88|-253.82
88688|565|2|70|25|1|842028.96|1645.01
9244|812|2|94|49|3|633385.33|-2259.56
6779|1666|5|84|3|2|89797.24|-732.13
94169|1181|3|16|24|1|187585.67|9938.88
16669|875|3|31|49|2|470059.14|666.94
10130|764|1|86|10|3|154148.85|12567.25
13119|1404|3|1|19|2|588463.99|-2539.23
80537|1724|1|97|4|3|165326.35|13891.63
75655|286|5|87|45|2|921036.17|5632.13
52256|1826|3|52|10|2|665853.07|-2615.54
81024|1605|2|82|34|1|188001.3|14847.7
52478|1648|2|61|5|3|293267.31|3377.07
25696|1561|3|89|38|3|357965.2|4959.0
22445|891|2|90|13|1|250543.13|6928.71
76958|119|2|41|19|2|91222.93|14184.4
3454|1048|3|4|37|2|44222.42|-4213.23
78343|1050|1|2|12|2|651155.4|4002.71
64765|643|1|51|24|2|224060.08|6722.64
14123|831|1|23|48|1|776503.44|-1287.91
43327|1169|5|33|13|1|478685.42|5504.5
19737|1713|4|3|6|1|616881.54|13813.07
62374|1370|3|6|14|1|269314.48|8460.83
78910|303|2|21|42|1|305851.3|-1270.89
36031|1096|2|80|42|2|988891.87|13265.05
20632|1022|2|34|21|1|835683.54|1580.83
58701|1259|4|21|22|2|801939.49|-1589.67
49102|1741|3|76|14|2|145424.28|2414.22
48372|1615|4|31|40|1|9926.99|4004.06
93863|1072|4|66|32|2|54172.49|14121.77
50694|111|1|50|31|3|455146.54|-2666.5
52488|32|5|78|18|2|580605.34|-3685.83
51847|1443|2|11|29|1|409751.92|11699.24
36882|484|3|25|26|1|497164.81|-3172.6
10179|1295|4|65|15|2|762162.27|3621.41
52388|1345|4|68|45|1|549794.79|3898.93
61293|844|5|34|39|1|522490.8|2480.01
28198|1669|2|22|30|2|885311.96|-4002.33
67282|1290|5|88|26|1|660119.05|-1522.34
61254|1623|2|5|40|1|17362.35|7745.28
91039|143|1|89|33|3|323651.85|5237.58
42157|1753|2|63|32|1|950326.62|14808.67
90859|1070|3|64|50|1|592899.08|428.03
91736|1479|2|22|41|2|508271.03|-4691.4
27341|1439|5|16|8|2|817838.41|7538.29
65723|495|4|54|6|1|748444.85|5822.1
50461|1444|4|33|40|3|579683.51|6581.18
66587|257|4|68|33|3|651631.61|4742.14
44358|1010|5|95|22|3|152840.83|-3955.43
79576|481|1|58|35|2|135568.97|8616.36
8423|16|4|60|21|3|497284.61|7085.01
35737|1340|1|45|17|1|690137.0|-3960.6
65929|32|1|21|9|3|451276.21|6316.24
99123|637|4|25|44|3|12883.8|1906.57
74437|259|4|60|27|2|531955.62|-2638.05
25519|1571|4|21|20|3|51962.21|1954.49
13919|697|2|93|7|2|845597.39|13527.73
75408|539|1|30|22|1|690461.31|6196.2
58556|1160|1|2|28|2|408504.63|-3313.44
54166|601|2|100|31|1|295855.45|5769.45
28150|483|4|83|34|3|588121.23|151.64
40821|800|2|41|16|3|481977.88|5433.77
2723|1783|3|70|3|1|475827.03|1624.37
52785|240|4|50|6|1|705692.37|-1956.83
32158|657|2|79|46|3|201866.06|14107.79
65266|61|4|88|42|3|274115.73|919.01
65412|1312|2|12|50|3|976718.99|4336.71
86446|267|3|32|42|1|922385.01|4027.91
54046|1063|5|18|40|2|926769.95|-2320.48
86326|1015|1|33|37|2|365706.93|7706.19
13882|265|4|3|20|3|94982.32|10284.12
49071|1290|1|55|41|1|31891.24|10899.26
12077|718|1|26|2|3|308673.63|9589.0
76088|368|3|2|31|3|739893.2|10617.08
31522|680|5|51|4|3|872723.67|681.18
92848|158|2|45|30|3|794491.75|-4903.74
5452|1756|2|92|25|1|610908.56|-3887.27
7175|108|3|15|22|1|697323.22|10220.63
27864|1683|4|81|3|1|568950.84|13684.62
52633|1015|3|55|9|2|983920.15|663.39
87185|960|4|63|37|2|160270.99|-3041.81
22166|55|1|8|11|2|17781.25|-377.18
58900|113|3|97|2|3|738525.81|-2957.6
35540|1459|5|32|48|2|865856.79|-4245.77
22527|424|5|82|2|1|607238.54|10999.6
42195|180|5|33|38|1|910810.28|3489.34
97076|615|5|3|7|1|895093.99|-951.42
51673|462|3|51|16|1|538043.78|-1562.25
17056|1593|1|40|3|1|677708.68|-4897.3
13972|452|3|99|31|2|269202.7|7124.95
33214|1484|4|9|35|1|822751.96|-3836.46
65986|996|2|100|33|1|859343.34|8298.16
44166|1188|3|51|9|2|259056.88|4095.26
94698|1402|1|88|34|1|960420.22|2649.87
31173|1791|1|83|46|1|450347.92|8076.25
93237|332|3|10|20|1|465183.97|13349.92
20656|1374|4|31|50|3|452678.94|8064.1
85248|372|5|79|14|1|139157.19|611.84
64732|778|2|13|5|3|278458.96|720.91
31535|487|4|31|33|1|316346.65|-761.3
98454|1525|5|19|14|1|199920.79|11786.37
68845|1639|2|50|41|1|657941.69|11917.7
4584|1807|2|32|42|3|196289.28|11247.63
15579|855|1|49|47|2|849170.1|-2694.6
99749|1776|1|34|17|1|91529.15|9521.85
47262|568|4|97|21|2|766813.6|13924.45
16222|1434|4|95|47|1|396726.93|8013.73
6434|52|3|30|11|1|913802.5|2395.34
92196|1237|1|9|28|2|456941.86|-4008.31
31736|1284|3|69|12|3|935535.44|11903.22
32924|445|1|49|11|2|541988.84|584.15
42831|392|3|77|4|2|347415.98|14624.22
66991|757|4|24|21|1|891678.59|5818.71
57886|239|1|98|39|1|111874.09|8148.11
1626|977|2|19|27|2|698584.45|14359.57
43280|873|3|72|29|1|946630.77|584.05
60967|1772|5|20|27|1|568857.85|-760.71
28398|109|2|3|29|3|137694.53|12251.96
24466|165|1|71|49|2|660829.49|-2513.0
41138|156|5|44|34|1|176771.17|9314.87
31655|1083|2|16|1|3|910381.35|7857.54
43948|648|2|12|45|1|470862.61|9804.12
24034|1081|2|71|44|1|821525.95|8996.87
4742|308|2|47|4|2|964469.34|10137.85
15987|194|3|100|34|3|171031.17|-1560.88
10364|913|5|85|7|3|73252.65|3414.62
11347|1312|4|57|48|3|730984.03|8591.09
51875|1132|3|58|36|2|933963.79|-3330.49
12756|988|5|79|21|3|933265.05|-4604.26
49120|36|5|6|17|2|81628.05|5103.84
34631|1600|4|9|46|2|363648.57|-69.67
77904|23|4|49|36|2|688027.07|4334.61
90730|269|2|93|50|3|553742.56|1451.5
40436|1271|5|68|2|2|688157.82|8942.6
17780|1104|5|93|20|1|364471.77|-1429.89
43681|732|3|73|19|3|143364.59|7992.88
28011|1278|3|93|12|2|154710.41|13591.5
66578|118|4|80|13|2|717960.67|11225.57
84410|1523|5|88|9|2|502566.28|10496.74
20916|513|4|16|41|3|116228.43|11037.21
36879|345|4|70|32|3|806445.86|3415.89
68110|1071|1|9|30|2|786095.49|3476.62
2124|1678|4|67|46|1|40828.29|2986.57
67221|1400|4|46|31|2|220541.64|-1414.65
27680|308|3|22|25|1|769026.45|4739.83
61310|1510|1|93|22|3|584407.29|696.13
32564|1693|4|20|27|1|290668.32|-1522.12
39737|482|2|78|6|3|897816.01|11387.07
32836|29|4|54|9|3|796282.61|5347.31
85826|886|2|6|18|3|342166.57|-1273.31
47995|577|4|16|25|2|386184.87|427.33
289|731|1|40|19|3|170881.74|-1999.36
13195|31|5|34|9|3|214677.28|5109.76
28184|1374|5|30|43|2|288941.45|9491.97
77228|1820|4|30|6|2|618624.23|9184.21
99637|1471|2|25|23|3|380190.82|10092.92
55730|1032|3|72|33|3|641104.79|6728.53
15447|794|3|39|30|2|226918.53|7006.39
67867|189|4|57|30|1|703892.72|11239.53
26259|333|1|88|48|1|679396.83|5422.22
64082|349|5|48|7|3|714034.63|8071.96
29615|336|1|77|33|2|825860.55|4481.21
19624|186|1|14|38|2|198918.89|-893.41
74122|1432|3|4|7|3|157925.07|-2438.26
53002|501|1|47|18|3|108866.03|-1721.33
23188|1470|5|69|8|2|633118.2|5666.48
81761|825|4|39|22|1|700591.48|4432.35
91591|336|3|19|46|1|775551.38|2961.64
26320|1452|2|81|40|3|827089.4|5894.52
7212|132|2|31|35|3|629316.83|-1139.33
91389|1315|3|21|26|2|551059.11|-2017.97
20363|1786|3|63|15|1|685933.53|-4372.85
54444|1556|4|73|11|1|193118.15|-2411.71
6754|1260|1|57|14|3|592940.87|5236.98
73437|1143|3|29|7|1|226269.61|14161.48
69753|1329|3|94|23|1|991132.25|1937.84
35419|717|1|58|11|2|265965.12|2590.74
62358|378|2|92|34|1|165248.55|7714.2
28540|181|5|14|38|1|198241.79|-3857.84
34046|253|5|58|37|2|641794.69|4315.69
30676|707|5|13|25|1|359390.99|-1166.41
59905|1274|2|22|17|1|599061.25|5318.35
98212|1712|5|96|46|1|194977.35|-2433.53
87292|968|2|11|22|1|22075.01|5467.88
77663|622|3|70|38|2|428004.08|12307.81
58761|1467|2|78|9|2|349606.89|1481.72
53282|523|2|47|50|1|689589.13|8234.85
95442|1740|3|37|14|2|693278.56|11786.63
90299|1476|4|26|1|3|808517.54|6608.95
17547|1012|4|12|8|3|455793.79|7583.45
91438|65|5|45|25|1|788298.02|5040.33
25662|231|5|91|49|1|166241.4|1588.9
44528|1166|3|69|27|2|848608.6|1524.52
24887|1200|4|34|5|2|879980.94|-2358.66
61765|1256|5|42|10|1|347263.31|8162.48
58150|738|3|93|48|2|581112.2|-2047.71
48283|565|4|40|17|3|829821.73|-4504.12
41144|1706|2|59|22|3|628710.44|19.24
72429|1673|2|13|33|2|59180.7|5302.37
61067|49|2|2|6|1|808278.72|3125.23
51149|540|5|95|34|3|602338.03|-2029.12
21059|440|5|99|1|2|681995.97|7575.47
63668|686|2|78|10|1|630412.42|4283.11
61242|1321|3|91|21|2|63063.27|1462.35
18240|584|1|41|7|1|662283.47|10259.32
94674|822|5|49|31|2|9109.99|878.04
45103|1432|1|7|4|3|110727.45|942.61
14678|1463|5|44|10|1|112637.52|4858.05
70632|804|2|16|8|1|819341.1|9015.61
92429|1800|2|45|33|2|521804.27|771.1
96444|1722|5|39|16|1|202807.62|-2419.32
14037|1213|5|47|37|1|933932.29|11904.83
62993|46|4|20|16|2|30178.27|10659.23
