transaction_id|date_id|transaction_type_id|account_id|channel_id|location_id|currency_id|transaction_amount|transaction_status
28216|1226|1|37|4|33|3|7402.76|Failed
18530|948|4|83|3|36|1|9487.98|Failed
41565|1072|1|16|4|47|2|2259.41|Failed
6731|397|4|70|3|11|3|4183.38|Failed
45673|671|1|97|3|14|1|8418.69|Pending
35688|308|2|56|4|34|1|4299.52|Failed
33628|720|4|84|3|18|1|4135.48|Failed
53612|89|2|76|2|21|3|7928.31|Failed
22379|714|2|25|2|37|1|9223.32|Pending
8745|796|4|92|2|40|1|9473.48|Completed
7774|660|3|43|3|19|2|7633.44|Pending
36585|1415|2|9|3|33|1|1210.84|Completed
21008|1575|1|58|2|10|3|8405.59|Failed
96201|814|2|15|2|11|2|9726.83|Pending
94464|1773|2|32|1|6|1|1685.86|Failed
46780|1090|3|53|2|39|2|8677.43|Completed
16633|786|3|27|2|40|2|3212.78|Completed
47063|1257|4|36|2|27|2|4868.66|Pending
91137|850|4|34|1|25|3|8662.82|Pending
30626|1630|2|7|1|34|2|3768.95|Pending
26262|903|1|74|4|25|2|3879.51|Failed
61629|1002|4|78|3|13|2|7265.82|Pending
28784|138|1|21|4|41|1|2066.66|Completed
50225|562|4|31|2|12|2|7340.7|Completed
69960|1792|2|66|3|14|1|9646.33|Failed
37245|867|1|99|5|2|1|2708.59|Failed
21437|85|3|25|2|31|1|6737.43|Pending
9538|1250|4|40|5|35|2|7405.04|Pending
48073|750|4|83|5|10|1|8003.18|Failed
54824|9|1|70|4|13|1|198.45|Completed
55519|1601|1|26|3|36|2|2383.22|Failed
67632|1288|4|22|1|7|3|8993.53|Completed
23598|431|3|75|3|21|3|2400.58|Completed
18583|1569|1|31|3|36|1|2402.96|Completed
1641|263|1|56|1|14|3|3185.51|Completed
20525|28|2|64|5|37|3|4241.94|Failed
68793|1077|2|4|5|16|2|378.14|Pending
62662|1082|1|27|3|1|3|7784.78|Completed
30078|22|1|92|4|46|2|4886.47|Completed
85815|762|3|47|3|5|2|4341.3|Failed
95176|328|4|19|4|37|1|3074.02|Pending
37728|9|2|40|1|28|2|4448.32|Failed
59877|1514|3|68|2|22|1|4045.18|Pending
3098|810|4|97|3|47|2|1083.73|Completed
28876|1196|4|47|2|23|1|1768.29|Completed
64466|79|2|5|5|15|3|5977.13|Completed
31845|646|3|18|1|5|3|2844.3|Pending
53795|128|2|92|2|3|2|8559.49|Completed
86535|354|2|40|5|14|3|1044.67|Completed
29149|1288|4|52|1|11|2|4746.8|Failed
44171|773|4|36|4|37|3|190.57|Pending
56466|1327|4|88|5|24|1|2508.76|Completed
48112|697|4|91|1|45|3|113.69|Failed
76228|828|2|74|1|4|1|3148.17|Pending
45355|1413|4|76|5|23|3|7965.34|Completed
79764|552|1|37|3|33|2|9534.35|Pending
21826|1501|2|14|4|14|2|8305.2|Completed
42646|1285|4|76|5|11|2|1735.72|Failed
45831|875|1|35|2|42|2|8900.77|Failed
66651|145|2|44|4|3|2|4884.11|Pending
97628|1462|1|79|1|26|3|8823.0|Completed
10908|841|3|69|3|25|3|1410.93|Pending
95887|1507|4|16|3|47|1|3706.73|Completed
59011|534|4|52|5|30|3|6896.53|Failed
77787|166|3|11|5|48|1|5751.23|Completed
74407|1482|1|4|2|5|3|1752.18|Completed
92339|1450|2|81|3|32|3|7022.36|Pending
78084|1665|1|79|5|21|2|2294.51|Failed
19314|11|1|47|1|4|2|1012.25|Pending
29558|1670|1|10|5|27|1|8134.32|Pending
77365|1680|3|75|5|5|1|8058.9|Pending
2481|850|4|37|3|26|2|9751.18|Pending
42068|1501|2|45|5|16|3|9864.64|Pending
70469|1559|3|4|3|39|1|5701.0|Pending
62195|485|3|22|3|48|3|7451.63|Failed
40713|469|1|39|5|50|1|67.87|Pending
29982|1059|2|80|5|27|1|1131.34|Failed
48246|1353|4|51|2|11|1|1221.57|Pending
95604|947|4|13|2|2|2|7198.9|Pending
78169|1115|1|55|5|39|1|6586.78|Completed
59325|823|3|25|3|19|2|3025.47|Failed
18786|13|4|47|2|29|3|5995.31|Failed
77912|1702|2|9|2|24|1|3336.73|Completed
63566|1331|3|63|1|18|2|208.21|Failed
30710|1083|2|42|5|50|1|1956.91|Pending
55695|594|1|28|3|38|1|9667.45|Pending
62798|1696|4|79|3|34|3|629.86|Completed
49304|1632|1|88|1|34|2|9126.76|Pending
49586|620|1|83|2|5|2|3896.88|Pending
11315|1116|2|18|1|17|1|4572.89|Failed
98503|868|1|40|1|27|1|3064.68|Failed
22890|549|2|21|4|12|2|3627.88|Completed
52786|1498|2|21|1|25|2|5686.33|Completed
89309|1104|1|14|4|4|2|9050.68|Failed
57259|810|2|62|5|32|2|3430.65|Completed
37288|1816|2|47|3|25|2|4495.88|Completed
72075|1015|3|20|4|40|3|93.62|Pending
10927|649|2|47|5|27|1|3554.53|Failed
29375|1001|4|19|2|17|1|5423.61|Completed
66513|1146|4|44|4|3|1|8009.44|Failed
59233|977|1|74|4|43|3|2932.83|Failed
76052|900|2|4|4|19|2|6421.15|Failed
16440|273|4|92|5|50|1|3715.8|Pending
23980|1188|1|58|1|6|3|4312.24|Failed
5081|1169|4|44|5|7|1|8345.92|Pending
46404|1691|2|7|3|41|2|3025.4|Pending
98094|1784|3|89|2|38|2|1337.32|Failed
32298|411|4|79|3|16|1|4575.33|Completed
84175|1104|1|45|4|14|1|5467.54|Failed
82117|1543|3|60|5|35|2|1904.49|Pending
94034|410|1|15|3|35|2|2649.36|Completed
30675|230|1|93|3|24|1|6951.46|Failed
92408|1511|3|5|2|24|3|4850.35|Failed
24538|1458|1|95|2|49|3|3126.18|Pending
71861|1352|3|81|4|1|2|8264.12|Completed
32722|1771|1|4|5|8|3|5868.86|Pending
35897|1102|4|57|4|42|3|4565.69|Failed
25391|962|1|57|1|24|3|4776.12|Failed
60264|229|2|85|5|35|3|1691.71|Completed
65859|363|2|15|1|5|3|8559.88|Completed
475|719|2|45|1|15|2|2438.69|Pending
1427|745|4|37|3|7|3|4475.86|Pending
88466|1482|3|56|2|23|2|3486.33|Completed
93919|1316|1|43|1|21|3|5794.28|Pending
42589|1693|1|18|3|1|3|6345.58|Failed
32247|1305|4|79|3|33|2|8555.43|Pending
1644|1729|1|61|4|22|3|9577.68|Completed
5921|1811|3|41|1|21|3|5329.3|Failed
28389|1372|1|16|1|44|1|7392.88|Pending
26228|1233|1|12|5|44|3|1119.81|Failed
24682|1137|4|98|1|43|2|9120.12|Failed
31808|1179|2|14|2|22|2|9557.51|Completed
65592|1517|2|34|3|39|2|2458.23|Pending
56443|224|1|17|5|6|2|1027.75|Completed
72941|431|1|56|4|2|3|7539.86|Completed
64721|1153|4|49|2|35|1|9015.3|Pending
38493|953|1|57|1|11|3|1559.38|Pending
81054|423|1|92|3|5|2|6313.19|Pending
49222|626|2|11|2|9|3|5678.65|Completed
23842|1281|4|16|1|37|3|8013.54|Completed
93462|1764|4|16|3|49|3|4204.36|Pending
11366|53|1|38|1|13|2|9772.09|Failed
58405|1392|1|60|4|7|3|2594.6|Pending
30044|176|3|10|1|6|1|2641.34|Completed
15659|1620|1|83|4|14|2|7456.26|Pending
94619|334|4|9|5|43|1|5374.51|Failed
33665|1198|1|26|3|23|3|2520.35|Failed
57546|115|4|47|1|41|3|5939.18|Completed
51222|898|1|73|5|40|3|1189.21|Completed
49988|1708|3|49|3|12|2|982.39|Pending
51310|1582|4|64|5|12|2|6675.29|Failed
61546|1591|2|69|4|25|1|1284.01|Pending
90267|192|4|47|4|22|2|2195.59|Failed
36765|1062|1|6|1|18|1|6931.02|Failed
57269|976|4|95|1|18|2|819.43|Completed
64362|405|3|34|5|34|3|3762.41|Pending
68546|650|1|29|5|18|3|2052.8|Pending
66867|1225|3|57|3|1|2|9262.47|Failed
41267|661|2|43|2|18|3|8473.54|Completed
50263|1022|3|67|5|5|3|3896.79|Completed
85776|1322|2|45|5|8|3|9953.71|Failed
63118|1061|1|86|2|32|2|4740.34|Pending
60392|988|3|91|2|43|1|3852.02|Pending
57811|284|1|75|5|2|2|6709.86|Failed
96342|1728|3|9|5|49|1|2781.73|Failed
65847|1286|4|89|4|49|2|8019.51|Pending
25806|1322|2|44|4|19|2|7000.73|Failed
31708|68|3|64|4|27|1|7564.66|Pending
94601|92|2|66|3|11|3|6802.98|Completed
56132|781|3|58|4|22|2|7588.91|Failed
63143|1385|2|35|2|13|1|2575.67|Failed
78726|750|1|81|2|46|2|8521.14|Failed
42886|906|3|86|4|42|2|2268.62|Pending
15471|1417|3|23|3|14|2|1389.75|Pending
32525|124|3|37|3|14|3|8783.93|Completed
20327|1349|3|80|1|31|3|2316.83|Failed
15914|1317|3|16|1|32|3|8064.88|Failed
10034|132|3|72|4|42|2|5541.03|Completed
78768|393|4|29|2|8|2|852.42|Completed
28124|903|4|78|3|2|3|9157.79|Completed
36149|534|2|21|2|23|3|6104.52|Completed
94806|92|2|18|1|3|2|7727.15|Completed
21486|1721|3|100|3|48|3|201.14|Pending
66072|1051|2|27|2|44|1|8466.02|Completed
28529|399|1|96|4|30|2|7077.63|Failed
74271|145|3|15|3|48|1|2590.56|Pending
38368|1007|3|74|5|10|3|3661.37|Completed
49830|1514|2|69|2|36|2|5087.8|Pending
17713|262|2|74|2|7|3|1969.4|Completed
65715|682|2|42|1|24|3|9617.09|Pending
2997|1490|4|57|5|21|1|6397.82|Completed
72021|151|4|77|4|29|1|9006.38|Completed
76596|1402|1|70|4|47|3|3631.66|Pending
53974|1743|2|64|4|32|1|4565.99|Failed
33549|1255|2|44|4|11|1|6295.13|Completed
80316|1698|4|91|1|28|1|848.24|Pending
44551|10|2|53|1|26|1|510.12|Failed
40566|663|2|52|1|32|3|1166.99|Pending
68692|99|4|16|3|48|1|8189.08|Completed
4230|521|3|84|2|26|2|165.64|Completed
80852|1507|4|97|3|25|3|924.55|Pending
92314|1693|1|48|3|48|3|8939.73|Completed
32402|1744|4|87|4|35|2|8469.18|Pending
92416|850|1|11|4|50|3|184.21|Failed
91136|1525|4|23|5|47|1|9950.73|Completed
66804|1415|1|78|5|4|2|1124.88|Completed
12505|1226|2|65|2|2|1|2253.96|Failed
96104|44|2|84|1|42|3|9007.47|Completed
26011|592|2|26|3|44|1|9041.97|Pending
7375|35|2|45|2|33|2|7485.56|Completed
84198|860|2|32|3|22|2|1971.95|Pending
1637|623|2|34|3|39|1|5993.31|Failed
37130|1449|2|36|4|2|2|5905.82|Failed
91804|817|4|56|4|12|3|2474.84|Completed
88731|1027|2|51|4|26|3|9300.64|Failed
15347|1780|3|23|1|3|1|4122.12|Failed
99931|1249|2|41|5|3|1|3210.05|Pending
97452|577|3|12|3|13|1|6351.19|Failed
69756|1748|4|8|2|23|3|3883.12|Pending
82052|1581|1|40|3|19|1|6150.6|Completed
70642|587|3|80|5|12|3|1854.32|Completed
62938|1455|4|68|3|49|2|5393.07|Completed
85105|1169|4|23|5|26|1|1739.59|Failed
44997|451|2|94|4|36|2|5316.91|Completed
63716|967|3|22|1|39|1|6666.07|Failed
46728|589|2|40|5|40|1|9459.04|Completed
39424|371|2|68|1|49|3|4940.28|Pending
65035|451|1|14|1|46|3|9366.98|Completed
59673|211|4|34|2|49|3|1829.81|Pending
24471|1242|3|75|1|5|3|2584.58|Failed
18267|1361|4|58|2|50|3|1205.09|Pending
13517|411|2|57|3|38|3|3537.8|Pending
28354|1574|2|30|1|42|3|2078.13|Pending
54002|1005|1|38|5|40|1|5204.2|Pending
12495|1097|3|12|4|37|3|9389.96|Failed
99264|113|3|37|1|34|2|4581.92|Completed
63081|544|2|55|4|49|2|709.57|Pending
68105|34|1|73|4|38|3|5387.49|Pending
26444|729|3|73|2|47|3|2116.91|Completed
15643|849|2|30|2|31|1|3663.6|Failed
6652|248|3|96|1|21|2|7347.93|Pending
21718|56|1|18|4|8|1|7137.47|Failed
54127|863|3|76|3|49|3|88.6|Completed
95287|888|2|12|2|22|1|9313.07|Completed
2980|172|4|25|2|7|1|5756.03|Failed
4323|1133|3|59|5|14|3|7563.61|Failed
83739|780|4|53|2|30|1|8691.58|Failed
46259|308|1|19|5|25|3|2536.62|Failed
4283|870|2|13|4|15|2|7425.0|Failed
97064|373|3|79|4|38|2|8207.38|Completed
25417|1742|2|82|4|20|1|6167.3|Completed
79083|1096|1|14|4|5|1|4242.31|Pending
44009|1628|1|85|1|17|3|4174.11|Completed
87792|762|1|87|5|7|1|6594.89|Failed
76407|29|2|14|3|6|1|9628.5|Pending
20557|1040|4|83|3|8|3|6680.95|Pending
91017|1256|2|46|3|1|2|4427.39|Completed
80605|139|2|95|3|33|2|4226.03|Failed
27851|164|3|94|5|40|3|4882.42|Pending
19311|160|3|34|2|28|3|7995.4|Failed
92337|447|1|40|1|18|2|1385.9|Completed
66178|441|1|37|3|47|1|9872.82|Completed
21686|132|2|84|3|2|1|4799.51|Completed
29880|402|4|30|2|10|2|8899.17|Completed
8536|820|4|64|5|34|1|1332.51|Pending
77514|796|1|67|2|39|1|1314.63|Completed
4505|673|3|67|2|38|2|688.92|Failed
92182|298|4|66|1|20|1|3074.7|Pending
27021|1600|4|53|5|24|1|2119.98|Failed
45555|913|1|60|4|3|3|5188.88|Failed
39363|1023|1|50|5|31|2|2707.09|Failed
36960|1470|2|74|3|2|3|253.1|Completed
53647|668|3|45|3|19|2|24.53|Failed
94777|783|4|10|3|11|3|5058.8|Failed
9373|1699|4|9|2|42|1|8215.68|Failed
90163|1200|3|84|5|36|1|8363.74|Failed
45051|1200|4|10|5|28|1|9138.57|Completed
41685|924|3|66|4|20|1|2144.25|Pending
39020|1689|2|47|2|17|1|6537.96|Completed
37238|580|1|79|1|38|2|4106.44|Completed
55791|180|1|56|4|45|1|2410.74|Pending
51306|32|4|42|1|31|3|1007.96|Pending
95266|793|3|79|3|3|3|4022.79|Failed
78287|1123|2|72|1|26|2|6404.84|Pending
9308|71|4|98|4|17|3|4389.33|Completed
9339|173|4|66|2|33|3|1405.54|Failed
89477|1647|1|11|3|31|3|1806.19|Pending
81367|962|2|38|4|12|1|9727.8|Completed
2928|231|2|55|3|37|2|5668.54|Failed
94510|118|1|49|1|20|3|6891.77|Pending
6530|1578|4|30|5|38|2|8061.62|Failed
48673|1491|4|24|3|42|3|2447.67|Completed
33678|180|2|71|2|32|2|4538.98|Failed
64488|1691|3|97|2|41|2|9788.97|Pending
4777|1378|1|95|5|49|2|7708.0|Pending
13354|433|4|27|2|12|2|9535.52|Completed
10611|1494|4|59|4|47|3|1627.64|Completed
49938|67|2|30|3|15|1|7010.46|Completed
16351|1086|1|20|5|17|3|4915.22|Failed
8901|551|2|97|1|21|2|3015.26|Pending
45573|984|4|71|3|10|3|5849.6|Completed
63167|381|3|2|1|36|1|897.44|Failed
44855|931|3|20|4|21|2|666.38|Failed
43263|273|1|11|3|33|2|6874.41|Pending
86263|1428|1|18|5|1|2|8701.42|Pending
56756|1637|3|9|2|35|2|1269.45|Completed
45991|113|4|69|3|9|3|9426.29|Completed
66263|364|4|51|3|45|3|1495.72|Failed
66840|1759|3|70|4|1|2|4719.56|Failed
51411|474|3|32|1|8|2|3464.4|Failed
52004|1556|3|45|2|37|1|4519.69|Pending
81549|295|4|42|3|50|1|4168.9|Completed
59891|907|2|1|1|9|1|4706.96|Completed
15384|214|3|14|3|47|3|2088.35|Failed
83791|1579|3|22|3|29|3|3841.22|Completed
22665|101|4|88|2|2|1|5893.79|Failed
95743|705|1|62|1|44|1|2091.22|Completed
87554|173|3|65|2|11|2|6142.49|Completed
69697|1760|2|16|1|46|1|8371.9|Completed
54321|1640|3|6|2|17|2|4340.12|Failed
82588|555|1|65|3|38|1|6292.82|Failed
19850|1824|3|20|5|50|3|4079.16|Pending
32977|584|2|90|3|26|3|3602.94|Pending
38143|1047|2|8|5|23|2|5117.88|Completed
55213|445|4|14|5|21|2|5701.64|Completed
27905|553|3|33|5|38|2|4462.59|Failed
85876|1037|4|99|4|8|1|6630.63|Completed
37899|414|3|50|3|3|3|2416.96|Pending
76881|1021|4|50|3|38|3|9962.07|Pending
73334|19|1|16|5|21|3|9853.06|Failed
13404|819|4|73|5|33|3|6172.35|Failed
77872|1462|1|64|3|48|3|2729.1|Failed
41388|1210|4|34|1|49|3|7719.73|Pending
19769|1555|2|67|1|49|1|4963.95|Pending
57778|67|2|53|4|46|2|7104.49|Completed
21390|1457|4|23|1|12|3|8960.06|Failed
91464|1236|3|73|1|12|2|332.65|Completed
1910|841|3|18|1|47|3|7421.98|Pending
34061|803|1|34|5|13|3|663.91|Completed
43317|885|2|11|5|40|1|4860.97|Completed
95223|1585|3|77|3|20|3|7636.55|Failed
19212|567|2|61|4|16|1|9098.38|Failed
12225|820|1|56|5|10|3|7636.98|Completed
44493|1579|3|4|3|42|1|3936.05|Pending
93446|1607|2|51|4|39|1|2748.9|Completed
77835|48|3|96|3|48|3|1269.59|Completed
15324|1598|1|51|2|39|2|5661.21|Completed
85733|1443|4|14|2|3|2|1825.26|Pending
80874|263|4|17|3|38|1|2901.22|Pending
90556|843|4|72|5|22|2|8436.63|Pending
80297|963|4|70|1|2|2|4132.11|Pending
91996|15|2|34|1|45|2|7484.08|Pending
59748|968|2|66|5|10|1|9413.27|Pending
31526|443|4|73|3|28|2|3881.57|Failed
31763|1149|2|7|2|21|2|3636.62|Pending
79718|318|3|12|1|35|2|9421.79|Pending
57687|1366|2|99|1|20|2|3277.44|Failed
16728|1602|3|46|2|13|2|2795.84|Pending
28897|1615|2|27|5|16|2|5069.39|Failed
16712|1169|3|26|1|34|1|6754.35|Pending
15152|876|1|66|1|29|1|7622.54|Completed
23545|1734|1|17|2|17|2|9178.38|Failed
13120|758|2|69|5|18|3|9376.07|Pending
88100|73|4|84|2|37|2|1250.96|Failed
75312|1136|2|49|4|49|1|1551.28|Pending
59125|777|4|58|1|18|1|3731.53|Failed
9496|328|2|8|1|3|3|9114.62|Completed
49105|206|1|2|4|46|3|4170.87|Pending
36147|1733|1|73|3|10|1|3434.72|Completed
64404|396|2|11|3|21|3|4608.38|Completed
83748|821|2|18|3|32|3|4001.05|Pending
61338|773|2|33|2|50|1|5655.43|Failed
58111|965|4|47|5|10|2|13.27|Pending
