loan_fact_id|date_id|loan_id|account_id|location_id|currency_id|loan_amount|loan_status
8711|903|38|22|47|2|487850.91|Pending
49140|1429|3|51|23|1|364652.77|Rejected
7415|1816|43|59|43|1|210886.59|Rejected
94894|936|20|55|49|3|300177.35|Rejected
75441|269|43|45|47|3|302378.69|Rejected
57589|237|33|34|30|3|215139.77|Rejected
82724|1240|31|79|50|2|43329.03|Rejected
506|622|40|72|33|3|294916.09|Pending
29256|1325|36|62|46|3|473859.7|Pending
86578|648|49|83|33|2|244694.41|Approved
86007|871|24|61|2|2|398997.66|Pending
57178|1660|19|52|47|3|162842.11|Pending
90526|1216|29|58|46|1|352641.93|Rejected
99792|921|29|19|13|2|290308.42|Rejected
41739|993|23|29|3|2|369155.93|Pending
78401|572|37|53|47|2|196037.82|Approved
24528|634|27|100|37|3|57643.38|Approved
455|805|11|2|39|2|117591.44|Approved
41256|288|49|69|26|1|444928.35|Approved
30734|1247|19|87|42|1|231465.63|Rejected
24802|20|10|32|21|1|386523.44|Approved
21078|1680|32|1|29|2|177430.68|Rejected
86135|1376|30|31|11|3|371204.05|Pending
78523|1699|35|46|7|2|326678.64|Rejected
79038|1816|46|95|29|3|9029.96|Rejected
95527|1149|11|84|48|1|287543.83|Pending
24353|207|34|72|38|1|333975.54|Approved
31214|1765|39|86|38|2|432476.36|Pending
20859|1061|47|32|36|1|278294.21|Approved
73896|463|35|33|10|1|151351.01|Rejected
41089|1274|23|44|10|2|115630.13|Rejected
58147|991|20|26|46|1|10959.24|Rejected
96046|73|29|57|31|1|498809.17|Pending
40877|1274|23|95|29|1|22613.77|Rejected
42201|1614|1|69|46|3|313376.75|Pending
69772|1700|39|35|30|3|89753.26|Pending
12413|1247|38|77|17|1|8859.73|Pending
90124|692|24|80|33|3|388700.28|Pending
85836|258|3|8|35|2|340101.46|Pending
72953|483|23|86|43|3|308201.56|Pending
43524|1565|19|11|24|1|28274.33|Rejected
31941|361|28|40|43|2|221962.21|Rejected
93880|32|43|100|43|3|490275.94|Rejected
58009|917|50|24|45|1|10486.27|Approved
53077|1186|1|43|1|2|159147.55|Rejected
4098|1236|15|60|3|2|442778.54|Approved
55887|338|43|30|15|2|315927.29|Rejected
30196|558|45|89|34|3|237050.94|Rejected
48209|870|40|4|14|3|495390.88|Approved
88370|1537|18|13|35|1|404740.72|Rejected
23986|668|49|9|10|1|12186.32|Pending
75840|1489|50|74|35|2|428526.47|Approved
23855|1295|37|64|29|1|17003.66|Pending
66211|1286|11|95|31|2|303594.7|Rejected
45532|1668|50|39|5|1|206916.99|Pending
47569|1057|18|27|3|1|308117.25|Pending
55075|70|50|16|17|1|279779.43|Rejected
28743|155|47|13|41|3|106410.03|Rejected
21380|404|30|11|17|2|327813.79|Rejected
76114|1520|36|62|4|2|356785.39|Approved
2766|482|46|59|38|3|28587.82|Approved
39535|161|50|48|15|2|65010.41|Approved
410|888|10|39|1|3|276617.53|Rejected
26737|457|45|97|26|3|279830.83|Pending
13348|491|26|50|2|2|215973.38|Rejected
92494|1280|10|39|33|3|23253.89|Pending
69362|631|10|42|40|1|25806.58|Rejected
50138|262|42|48|20|2|164988.97|Rejected
63250|392|22|64|21|2|316907.17|Rejected
2078|1211|5|32|12|2|323603.21|Pending
77655|882|30|47|21|3|349626.5|Pending
77389|1274|45|90|21|2|41876.89|Rejected
47294|1302|42|55|3|1|84231.76|Pending
49899|1142|49|51|27|1|59584.21|Pending
35219|1536|24|58|39|1|238101.57|Approved
44175|1027|9|93|1|1|40001.75|Approved
36342|111|6|34|7|3|486694.61|Pending
70515|1039|42|87|9|2|381456.57|Pending
54254|51|3|76|37|3|16974.99|Pending
58980|1500|17|11|31|3|250964.91|Rejected
33768|1234|25|20|20|2|429922.72|Approved
46416|845|22|41|12|1|36039.15|Approved
45083|283|18|87|20|1|408611.62|Rejected
87132|449|47|66|24|3|256128.84|Approved
16671|535|16|69|43|1|482347.76|Rejected
45654|1622|49|10|23|3|267656.92|Pending
46582|1430|32|74|11|2|65958.83|Rejected
39196|1161|19|97|30|1|398605.35|Pending
21216|362|37|88|33|1|52286.34|Pending
45424|34|6|65|27|2|167357.64|Rejected
26347|1125|31|59|6|1|442105.58|Pending
7236|1545|29|82|48|2|379129.52|Pending
85721|186|18|17|20|1|64243.38|Approved
79633|355|5|51|5|1|10493.11|Approved
37234|1411|2|24|35|3|200128.65|Rejected
48685|322|17|31|40|2|286873.61|Rejected
74245|633|1|52|11|1|223210.16|Rejected
28917|277|22|34|26|1|157253.75|Pending
68269|1791|12|65|48|2|341071.34|Pending
52091|1746|17|21|21|2|74417.65|Approved
97535|1489|34|27|48|2|348173.89|Approved
18691|1136|23|63|43|2|19072.14|Approved
43477|824|44|87|23|3|347209.03|Pending
78860|1227|36|73|44|2|66273.65|Pending
20095|1607|34|60|13|1|49314.14|Approved
3797|1431|4|23|50|3|423724.97|Approved
66759|314|2|38|11|1|278037.17|Approved
51721|508|29|50|14|2|362451.07|Rejected
74897|1131|4|76|14|1|365248.81|Approved
34466|1787|32|26|34|2|467169.25|Rejected
74938|1352|12|84|15|2|397889.7|Pending
13366|553|16|39|14|3|62253.76|Pending
35121|354|35|96|38|3|455120.26|Rejected
74947|729|32|13|35|2|440645.82|Rejected
15054|862|21|96|40|3|463185.21|Pending
1068|43|41|94|16|1|454916.04|Approved
95653|1581|41|50|11|3|498247.55|Rejected
72723|935|27|19|29|3|189489.16|Approved
65077|1402|25|65|26|1|175730.44|Pending
62670|316|32|6|10|3|390306.52|Pending
6182|516|21|49|4|2|226076.15|Rejected
95375|750|17|81|50|2|217268.01|Approved
87521|539|14|70|32|1|460714.87|Rejected
72889|73|25|89|24|1|342960.63|Rejected
15318|402|5|26|39|2|68746.37|Approved
44405|83|29|77|46|1|225192.85|Rejected
28514|1130|32|1|50|1|20741.67|Rejected
72987|945|7|46|17|3|49025.74|Pending
37237|1434|40|43|46|1|472958.57|Rejected
50150|1625|23|9|16|1|373435.22|Rejected
97214|1608|46|82|2|1|267893.02|Approved
36625|1519|38|39|5|1|278738.27|Rejected
68375|184|6|86|35|1|26855.53|Rejected
17135|985|34|71|34|3|194359.63|Rejected
6369|1325|26|50|38|3|346245.89|Rejected
85949|957|5|10|37|1|303477.3|Pending
74367|1354|31|29|17|1|105137.24|Rejected
59693|889|2|84|43|2|370045.68|Pending
14327|1791|25|76|49|2|182194.01|Approved
13215|510|38|40|38|1|196965.29|Rejected
93893|607|23|30|11|2|419563.73|Pending
59811|1268|37|89|30|2|495229.93|Pending
31403|8|37|51|33|3|422543.0|Approved
85274|1552|46|23|14|3|470833.39|Approved
84543|925|20|65|24|3|184259.75|Rejected
84268|836|32|52|13|1|307962.59|Rejected
78997|1306|21|81|19|3|251764.93|Approved
71324|356|7|76|9|3|486450.91|Pending
79601|518|16|75|4|2|498216.42|Pending
5318|675|41|65|33|1|235228.19|Rejected
93393|1590|4|96|43|1|344248.23|Rejected
63092|945|6|32|25|3|493571.4|Rejected
61145|222|44|29|44|2|21382.61|Approved
61669|1240|45|2|2|2|269255.43|Pending
27706|206|19|58|11|1|452504.25|Approved
51718|87|18|34|26|1|11187.67|Pending
44653|1385|19|78|8|2|335819.89|Approved
46162|711|10|79|31|2|367299.45|Approved
40280|1001|12|54|20|3|259523.8|Approved
71611|1090|45|45|22|3|189512.35|Approved
91270|572|14|8|7|1|288420.74|Rejected
17835|870|6|55|34|1|38791.74|Rejected
35039|1087|27|58|31|3|49425.27|Approved
89318|1701|41|81|47|1|63524.35|Rejected
80513|281|6|76|46|3|92523.12|Pending
7398|482|41|13|41|2|433701.79|Approved
41354|393|21|66|32|3|44779.57|Approved
7757|481|24|76|46|2|33703.69|Rejected
83894|347|33|15|40|2|272437.12|Pending
99689|1621|12|13|30|2|409133.66|Rejected
47501|1430|34|18|43|1|352290.75|Pending
86472|303|13|48|37|3|35691.24|Approved
76031|406|32|18|28|1|186419.57|Rejected
5670|1388|4|50|17|3|421787.66|Rejected
39475|275|38|89|24|1|246140.85|Approved
86958|936|45|46|40|2|46708.09|Approved
40352|1642|18|78|44|3|318714.61|Approved
18561|1103|5|15|3|3|20934.41|Approved
84483|1606|15|73|9|3|38475.2|Rejected
11548|1503|27|44|4|2|75292.1|Approved
18299|582|18|77|36|2|449321.05|Approved
59273|896|10|1|3|3|313312.37|Rejected
27602|651|22|56|5|3|76149.8|Approved
67401|979|36|84|4|1|95706.33|Rejected
43751|335|32|75|27|1|12739.84|Approved
38313|1814|37|60|32|1|50043.15|Rejected
83570|14|19|80|37|1|158449.59|Rejected
17137|963|24|15|41|2|23704.47|Approved
74046|1036|44|37|9|2|244068.17|Approved
37449|1375|12|46|26|2|31587.53|Rejected
4316|1190|25|68|44|3|319322.15|Rejected
39066|1502|14|80|22|3|409871.28|Rejected
79334|174|35|61|5|2|399127.72|Rejected
63512|1613|18|29|38|1|350189.86|Approved
17854|811|38|74|27|3|391938.56|Pending
94589|632|35|90|9|3|332979.42|Rejected
97232|857|42|63|13|3|288805.29|Rejected
58579|232|32|24|4|2|194649.58|Rejected
35260|1060|32|18|44|2|339210.86|Rejected
92684|1625|3|7|12|3|458778.25|Pending
39701|1585|6|8|47|3|219070.88|Pending
22281|1752|46|46|15|2|232679.83|Rejected
11598|1760|33|11|7|1|253652.77|Approved
7790|1447|16|62|6|3|240299.69|Rejected
99172|1729|31|39|39|2|230334.21|Pending
98653|773|7|72|22|3|94302.19|Pending
50130|317|47|30|44|1|297105.34|Pending
84405|1186|19|86|12|3|191739.13|Pending
47802|1305|33|59|28|1|369155.88|Approved
61616|938|46|55|37|1|314070.09|Approved
83942|1390|7|12|2|3|290073.97|Rejected
39999|1246|46|100|5|3|22308.18|Rejected
36919|1028|2|33|25|1|488781.74|Rejected
86442|1181|18|9|24|2|113710.4|Approved
70778|591|37|30|6|3|300691.31|Approved
33092|495|34|72|40|1|367962.28|Approved
90459|1375|8|9|44|3|61650.25|Approved
2263|1049|35|69|49|2|97135.86|Pending
42801|1100|21|53|1|1|87575.09|Pending
45462|1355|49|8|7|3|398456.41|Rejected
46894|1656|19|98|10|1|6713.66|Pending
63165|167|10|53|14|3|7433.1|Rejected
71243|997|8|33|33|2|421066.72|Rejected
59863|885|32|39|30|1|280945.17|Approved
16943|891|14|4|3|2|463221.52|Approved
89313|1552|23|28|30|1|62500.96|Approved
37037|1606|25|29|27|3|168987.52|Approved
10498|1677|43|58|22|3|146394.98|Rejected
53448|1301|34|95|39|2|91239.95|Pending
44332|772|34|80|6|2|202457.23|Pending
33856|162|8|7|44|3|469710.17|Pending
78132|1131|1|48|37|2|130970.77|Pending
53525|1135|9|94|27|1|22932.61|Approved
32714|582|33|63|43|3|92243.57|Rejected
83884|62|25|68|13|3|135860.05|Approved
61070|1732|40|7|15|3|495522.07|Rejected
72209|1002|29|1|1|3|9991.0|Rejected
25080|656|11|75|1|1|221599.77|Rejected
66710|83|47|93|40|2|333404.47|Approved
48115|1579|45|65|24|3|447341.63|Pending
56454|1174|33|9|37|3|145199.14|Pending
11722|1694|30|68|13|1|111518.53|Rejected
42911|656|18|92|33|3|284975.09|Approved
76176|506|11|77|1|1|93022.24|Pending
70029|179|3|77|34|1|103958.49|Pending
36471|1057|5|58|49|1|279419.03|Rejected
85978|566|14|90|37|1|498892.52|Approved
56400|958|45|51|30|3|217430.07|Approved
29233|1516|17|28|37|2|398811.84|Rejected
50009|1603|26|12|26|3|148293.35|Pending
63189|624|17|67|35|1|253060.12|Pending
34857|1164|11|4|14|2|422050.7|Approved
45604|204|20|82|39|1|360512.35|Rejected
32877|639|30|35|12|3|423409.41|Pending
8710|1119|26|30|17|1|406330.63|Rejected
88858|1357|47|30|16|1|385391.73|Approved
31323|905|34|90|40|3|150918.64|Approved
66525|1543|44|19|35|1|201329.2|Approved
68261|1789|11|7|29|3|362381.05|Approved
33107|1521|19|13|46|2|485515.97|Pending
48335|624|46|66|33|2|479536.48|Rejected
5999|828|43|26|38|1|299155.66|Approved
22092|1141|30|16|21|2|319581.92|Pending
91709|30|6|48|1|3|86887.4|Pending
29045|182|22|69|41|1|204050.02|Rejected
39526|12|2|13|27|2|119543.33|Approved
54779|1002|8|80|9|2|30136.31|Pending
73783|511|46|71|29|3|407316.09|Approved
32678|520|42|95|13|1|118814.09|Rejected
45652|1161|5|81|26|1|139116.95|Approved
92884|126|39|31|26|2|423580.25|Rejected
73127|1447|28|73|32|3|224201.02|Rejected
38730|533|3|77|25|2|439545.12|Approved
29411|356|33|78|38|1|475192.67|Approved
20738|270|21|72|29|3|313096.31|Pending
76261|1573|48|55|41|3|125527.11|Approved
75473|811|1|33|49|3|254553.57|Rejected
18590|1579|3|52|50|1|26581.44|Pending
78828|1260|9|89|38|1|356250.93|Pending
57745|1445|8|51|17|3|492350.14|Approved
33457|1617|39|91|16|2|134220.75|Rejected
25069|905|47|46|12|3|463635.69|Rejected
81526|1410|24|28|15|2|345976.83|Pending
13677|1819|22|9|27|2|174574.68|Pending
79241|794|37|9|32|2|372470.37|Pending
88533|27|16|94|23|1|185452.29|Rejected
17738|561|46|21|50|3|308497.6|Pending
23453|1631|40|95|22|3|272436.37|Pending
83753|1703|9|39|43|2|418575.04|Pending
90565|1738|49|15|9|1|383170.63|Approved
71873|1599|6|11|30|2|424036.07|Approved
98384|101|38|9|17|1|459518.53|Approved
56134|1353|26|48|31|1|302805.82|Pending
23748|1574|32|97|8|2|15975.78|Pending
35587|1773|46|99|49|2|490637.98|Rejected
81269|1305|38|58|31|3|106814.63|Approved
