interaction_id|date_id|customer_id|channel_id|location_id|interaction_type|interaction_rating
50275|37|87|5|30|Chat|1
61638|1527|16|1|30|In-Person|2
34395|618|17|1|37|Chat|4
38314|1048|45|1|22|In-Person|3
35928|1766|58|5|41|In-Person|3
14860|512|66|5|3|In-Person|1
31650|166|96|5|35|In-Person|1
93300|1770|81|3|34|In-Person|4
76712|906|91|5|12|Email|4
49130|1364|87|2|13|Email|1
24714|1290|92|2|18|Chat|4
38051|1052|76|1|43|In-Person|1
84244|371|98|3|21|Chat|4
94634|488|19|5|7|In-Person|3
85226|1391|63|5|10|In-Person|4
33644|1365|76|4|17|In-Person|2
84252|1529|33|2|21|Chat|4
52603|921|39|2|2|In-Person|4
84154|1577|53|2|34|Email|3
53799|763|68|1|13|Email|3
51337|215|38|5|26|Chat|1
28718|958|43|3|38|Chat|1
52496|1775|60|1|23|In-Person|5
2468|713|5|4|43|Chat|3
43342|1140|12|3|21|Email|2
88196|1388|47|5|42|Call|2
60898|726|41|5|25|Email|4
39453|908|30|5|43|Email|4
32921|452|22|1|11|Email|4
73720|1587|64|4|1|Call|3
58638|800|37|1|43|Chat|2
97480|1026|48|5|48|Call|5
99695|1779|81|4|7|In-Person|4
98142|14|21|3|4|Call|4
90605|1809|73|4|42|Chat|3
13446|1299|90|5|13|In-Person|4
67417|962|41|4|38|Chat|4
52437|1626|18|2|6|In-Person|1
65257|259|29|2|1|Chat|2
6033|1518|48|4|20|Chat|5
36924|1168|78|3|35|Chat|3
77798|111|43|5|26|Email|4
85954|1260|1|3|48|Call|1
356|265|57|2|34|Call|3
39456|970|83|2|11|Call|5
78546|950|95|2|3|Call|3
21709|1439|33|1|17|Email|5
82475|443|100|5|4|Chat|2
78392|390|61|2|21|Call|2
94663|6|16|5|34|In-Person|3
41309|1420|43|1|32|Chat|3
71258|925|85|4|48|Call|2
66983|807|15|5|3|Email|4
4097|1236|4|3|24|Chat|5
9014|297|90|2|48|In-Person|1
89742|1339|44|1|49|Call|1
89089|1582|21|2|24|Call|2
83086|493|62|1|32|Call|1
12023|863|61|5|9|Call|3
68326|1467|90|1|32|Email|5
97107|1561|79|1|48|Email|4
19765|1400|49|1|45|Call|1
6972|47|100|3|6|Call|2
38307|230|79|2|49|In-Person|4
41463|1386|10|5|11|Email|3
89924|1538|76|5|4|Email|4
61143|974|67|2|34|Email|1
39068|96|48|5|42|Chat|1
92820|1748|10|5|46|In-Person|1
35482|138|53|5|22|Email|4
82130|38|18|1|50|Chat|1
51471|1327|15|4|14|Chat|2
53041|1629|88|2|33|Email|5
21713|265|83|5|19|Email|1
10429|1236|52|4|44|Call|2
69118|1802|61|3|17|Call|4
95607|1216|42|1|19|Call|1
37483|1002|96|4|27|Call|2
57793|584|61|1|6|Chat|3
70229|1149|38|3|20|Email|5
15713|1746|68|5|48|Email|1
64105|1551|64|1|10|Email|2
22052|15|21|5|14|In-Person|5
59469|874|5|3|17|Chat|3
31636|1743|90|4|35|Chat|2
13224|875|24|3|45|In-Person|5
84914|551|10|3|49|Call|3
93309|1824|99|2|32|Email|5
51637|1016|79|4|23|In-Person|2
32395|768|38|3|38|Call|3
44970|124|85|4|43|Email|3
42120|1504|74|3|11|Call|5
9681|510|42|4|35|Call|2
23164|315|18|3|15|Email|4
97496|175|29|5|27|In-Person|5
24003|188|45|4|40|Email|4
83544|1494|41|1|28|Chat|3
3283|41|61|5|3|Email|2
6283|1223|61|5|12|Email|1
56295|201|1|5|11|Chat|2
98173|1306|21|1|18|In-Person|4
4920|1152|19|2|25|Call|4
93232|1173|3|5|18|In-Person|4
92358|1601|63|3|7|Call|4
41561|1132|45|4|20|Chat|3
26297|576|74|5|29|Email|4
82401|464|1|2|4|Chat|5
49427|975|87|2|11|Call|5
14475|797|48|5|9|In-Person|1
12592|785|99|2|36|Chat|1
15719|1704|81|5|13|Email|2
43721|990|38|1|41|Email|5
80903|1599|57|3|24|Email|3
51168|496|24|4|48|Call|4
3582|864|81|1|1|Email|1
92576|1754|21|5|10|Call|4
63946|1285|41|4|35|Call|3
85445|428|72|1|16|Email|1
94391|1374|36|2|6|Email|2
58459|272|26|1|36|Email|1
59318|1222|48|1|39|Email|3
44668|1513|74|2|30|Chat|1
67170|240|86|2|21|Chat|5
67241|744|78|4|25|Email|5
17258|889|27|1|33|Email|5
6179|455|80|5|22|Email|3
95560|1238|98|5|15|Email|5
43848|646|61|1|45|Email|5
6849|842|96|5|33|Call|4
99144|1482|90|2|49|Call|5
33794|1027|9|5|50|Call|4
92752|1248|60|2|34|Chat|2
93236|645|45|3|2|In-Person|4
45905|1411|3|3|11|Call|1
9333|1708|86|1|43|Chat|5
27390|1256|15|4|19|Chat|1
9850|844|20|2|11|In-Person|3
65352|116|55|2|8|Chat|5
4886|859|22|1|14|Call|3
8140|523|54|4|21|Email|5
76577|877|36|2|50|Chat|4
27222|1225|17|1|45|In-Person|1
53871|1363|45|5|34|Call|3
71653|1718|79|5|38|Email|2
72586|1117|63|4|48|Call|3
95195|1781|22|2|16|Call|4
67232|1387|81|3|32|Chat|3
40471|1783|63|1|33|In-Person|1
73281|240|69|2|39|Call|5
71578|867|63|2|21|In-Person|2
27307|590|72|5|46|Email|2
28338|845|95|2|10|Email|5
22124|1321|63|5|33|Email|3
76479|752|79|2|7|Chat|5
98113|183|19|2|11|In-Person|4
51530|128|100|1|46|In-Person|2
29156|1361|53|1|27|In-Person|5
12047|1117|41|2|6|In-Person|1
57631|610|5|5|5|Call|1
61536|660|3|5|1|Email|4
8344|325|28|2|44|In-Person|5
86448|217|94|4|41|Email|2
98867|1444|53|3|28|Chat|4
64321|1350|73|3|24|Call|2
27189|96|23|3|21|Chat|2
32848|1332|9|4|20|In-Person|5
4022|1820|9|4|19|Chat|5
4424|522|26|3|21|Chat|4
30139|701|91|4|21|Chat|1
33071|569|45|5|32|Call|5
90903|1823|5|1|44|In-Person|2
33360|1552|7|4|2|Chat|3
87332|1566|78|2|1|Email|4
72198|497|80|4|24|In-Person|1
82674|1646|87|2|8|Email|5
43331|1470|47|4|38|Email|3
4850|687|17|2|40|In-Person|2
46892|1063|39|5|32|Call|5
98036|753|26|5|48|In-Person|2
30474|1386|66|5|26|Email|1
66214|169|67|5|32|Chat|1
65581|1759|75|2|35|Chat|5
21397|106|45|2|30|In-Person|3
31966|1521|40|1|37|In-Person|2
34903|631|70|4|46|Chat|1
64437|1202|59|1|47|Call|5
5854|1607|28|3|16|Call|4
5487|101|65|2|11|Chat|5
41975|394|25|2|4|Call|3
4060|456|89|1|32|Chat|1
31979|90|41|3|41|Call|4
53102|1320|57|4|40|In-Person|4
52329|1183|53|2|30|In-Person|5
69173|1627|68|3|4|In-Person|1
33491|1738|47|4|48|Email|3
28420|669|24|2|4|Chat|5
87528|607|63|1|11|Email|2
32104|533|93|2|11|Email|4
87907|525|95|2|30|Email|4
86347|529|86|2|37|Email|2
37416|832|90|4|7|In-Person|5
64766|924|44|3|36|Call|3
38206|621|29|4|35|In-Person|4
43581|717|57|2|38|Call|1
46515|282|38|5|7|Email|2
48724|1553|74|2|15|Call|2
18283|1662|1|4|33|Call|2
71260|474|70|4|23|Call|1
35577|1321|20|5|38|Chat|5
61178|716|84|2|48|Email|2
14994|1088|92|5|48|Call|2
87670|1285|99|1|10|Call|5
74882|861|97|3|50|Chat|4
46953|1527|52|4|34|Chat|5
88736|182|15|3|43|In-Person|5
8793|557|14|5|7|In-Person|4
86674|1773|7|3|30|In-Person|4
85295|43|91|4|45|Chat|5
9902|1019|85|2|38|Chat|3
78205|1018|47|4|5|Email|3
38460|391|18|1|45|In-Person|3
7014|77|50|4|19|In-Person|3
33210|1189|23|2|21|In-Person|2
69851|44|60|5|43|Chat|5
9259|424|59|4|2|Email|2
93912|903|60|5|31|Call|5
77950|428|32|5|39|Chat|2
67493|650|6|3|15|Call|4
29328|1426|63|5|18|Chat|4
82517|1007|62|2|48|Call|4
21279|1152|7|2|2|Email|2
29967|740|33|3|23|Call|4
80074|1292|99|3|27|Chat|2
88375|588|62|5|18|Chat|2
68381|1708|57|3|30|Call|2
78158|1683|98|5|26|Email|5
68247|1271|95|4|23|Chat|3
81723|1610|47|4|22|Chat|1
98497|1507|80|3|5|In-Person|3
80850|79|57|5|22|Email|5
47669|655|77|5|44|Chat|3
52823|1554|13|5|27|Call|1
28698|620|14|1|41|In-Person|5
64558|1805|7|3|32|Call|3
43183|195|42|4|36|Chat|3
85476|1368|27|3|26|In-Person|3
55785|19|35|5|35|Call|5
30428|1690|8|1|50|Call|2
22503|1284|9|3|18|Email|3
28371|574|32|5|42|Chat|4
78273|789|100|5|10|In-Person|3
11357|1530|73|2|23|Chat|1
39242|1419|4|5|28|Chat|5
35294|193|31|1|44|Email|4
51794|1598|83|3|19|Call|4
83402|1675|64|2|12|Chat|4
6638|739|52|1|4|In-Person|3
14781|690|9|3|36|Email|1
21027|1312|7|5|18|Email|3
53711|838|18|3|13|Call|5
25861|1027|58|4|30|Chat|3
96954|1169|56|5|27|Chat|5
30094|1627|59|1|2|In-Person|5
70267|617|82|5|6|Email|2
52952|1102|33|4|27|Call|2
9870|1214|30|2|40|Email|1
31235|487|49|5|7|Chat|1
86414|327|51|3|17|In-Person|3
54102|1041|89|3|14|Call|2
52556|1450|80|1|24|In-Person|2
27596|977|49|4|40|Chat|1
45843|4|30|4|34|In-Person|3
81931|1786|48|5|30|In-Person|1
82998|950|53|4|29|In-Person|4
87204|1419|47|4|28|In-Person|4
61722|1189|26|2|24|Chat|4
12235|1759|86|2|12|Call|5
11070|618|85|2|20|Email|2
53705|1726|93|5|8|Call|3
80439|1337|83|3|25|Chat|5
84393|1802|4|2|18|In-Person|2
79811|1569|14|1|22|In-Person|5
21109|735|98|3|23|In-Person|5
8358|1240|96|1|20|In-Person|1
5438|1228|98|4|1|Call|5
80465|970|84|4|35|Call|2
89893|445|78|1|13|Call|2
11229|783|47|1|41|Call|4
21531|766|36|2|49|Email|4
28964|1519|23|2|45|Email|4
95982|950|42|1|36|Chat|2
86033|1269|8|3|33|Email|4
96467|1727|58|3|11|Call|4
32390|1528|34|3|6|Email|2
78274|1170|28|2|18|Call|1
42252|1025|14|4|16|Email|3
50448|583|75|5|6|Chat|2
517|70|3|1|39|In-Person|1
26160|1279|13|1|38|Chat|4
89226|674|15|5|1|Email|5
34752|1393|67|4|39|In-Person|3
3351|1093|17|4|50|Call|2
51361|1374|66|5|26|Chat|5
83929|1611|30|4|11|Chat|5
68829|256|4|4|46|Email|2
61457|842|14|5|48|Call|3
20294|1184|55|5|9|Call|5
65|184|96|4|16|Email|2
24957|661|40|1|42|Chat|4
22002|530|16|1|24|In-Person|1
29648|1031|97|4|16|In-Person|3
38635|813|24|1|49|Call|4
32919|1622|46|2|28|Email|4
68070|416|62|4|6|Chat|3
30744|1678|59|1|27|Email|1
96716|1239|25|5|14|In-Person|2
34562|712|49|1|27|Email|4
12334|1505|16|5|39|Chat|4
8618|1774|60|2|27|In-Person|1
50081|1667|27|1|38|Call|2
1261|393|96|1|27|Call|1
89872|698|82|2|20|In-Person|3
29701|489|86|3|9|Email|4
26887|739|27|1|1|Call|1
77195|1252|80|4|21|In-Person|5
76810|793|59|1|36|Email|3
19692|869|71|4|20|Call|5
74939|1501|77|3|50|In-Person|3
32886|1146|28|5|23|In-Person|1
94644|741|66|2|3|Chat|1
79743|808|19|2|25|Email|3
9238|1074|48|3|19|In-Person|2
7820|312|19|3|49|Email|4
40581|465|58|1|5|Call|5
39487|1291|98|4|41|Call|2
81834|1572|43|4|21|Email|2
24499|361|74|1|19|Email|3
80865|224|34|3|11|Call|1
34054|669|15|1|18|Call|4
31002|1125|65|4|23|Call|5
67778|155|45|1|44|Email|5
36972|1712|3|1|8|Chat|1
25890|1634|15|2|43|Email|2
91638|26|85|4|23|Call|4
30516|1630|59|5|40|Call|5
10781|1098|31|1|33|Chat|1
26514|1640|19|5|4|Call|5
54226|554|34|2|9|Call|3
70721|232|81|2|30|Call|4
44730|102|61|4|40|Call|4
31635|345|28|1|5|In-Person|3
61842|1430|100|5|28|Email|3
10338|858|66|5|25|Chat|3
69089|1440|67|1|38|Email|4
93163|1433|98|2|16|Email|3
54328|700|65|5|36|Email|3
81352|1676|39|5|11|Call|2
92103|1151|97|2|12|Email|1
22439|556|16|5|38|Call|2
69112|1589|72|4|23|Call|4
42738|1465|87|3|18|Email|1
39152|870|10|3|6|Chat|3
56193|1470|2|2|41|Chat|2
6721|97|79|1|46|Email|1
86778|19|74|1|46|Call|5
18508|943|59|4|49|Chat|2
28152|213|37|5|41|Call|5
19744|579|16|3|34|Email|5
38559|912|89|2|43|Chat|4
32846|618|10|2|46|In-Person|1
78498|1372|90|3|46|In-Person|1
85518|33|84|2|32|Call|1
19126|1589|3|5|37|Email|5
37958|1277|50|4|3|Call|3
18644|1103|64|4|48|Chat|1
38600|168|33|3|44|Call|4
14739|1759|25|2|42|Call|2
1505|16|98|5|3|Email|4
71900|860|84|5|10|Email|2
60716|1769|90|3|43|Call|4
93389|770|41|1|48|Chat|1
47832|859|21|4|10|Chat|1
22687|1650|38|3|33|Chat|2
84090|177|79|1|19|In-Person|2
51460|1203|65|2|47|Chat|1
1034|198|40|5|2|Call|4
77748|430|23|5|32|In-Person|5
79412|807|91|1|26|Call|5
80517|741|27|5|39|In-Person|1
8992|339|50|3|38|Email|3
19244|163|23|2|22|Chat|2
77315|618|35|5|38|Call|5
87221|1658|72|1|50|Email|1
10552|1578|84|4|24|In-Person|3
1906|203|18|1|46|In-Person|1
96127|1183|68|2|25|Email|1
28933|1365|73|4|18|Call|1
51982|87|69|3|28|Email|3
91367|1483|70|5|38|In-Person|3
32349|540|84|5|7|Chat|2
38504|773|64|4|4|Chat|5
14564|579|59|5|13|Email|3
83957|1208|58|5|9|Email|4
50152|629|36|2|29|Email|4
2060|1209|95|1|46|Email|2
9559|643|57|3|36|Email|2
35274|724|91|5|2|Email|2
54846|1718|99|5|24|Call|4
14064|641|3|2|31|In-Person|1
75586|778|40|4|42|Call|4
34318|847|14|3|44|Email|4
93501|1148|64|3|35|Chat|2
52368|1189|35|5|47|Email|4
62402|1401|8|3|8|Email|3
11674|593|50|1|7|Email|4
70270|975|32|1|39|Chat|3
47058|808|53|5|10|Email|2
37790|1074|86|2|45|In-Person|2
43114|1022|79|3|29|Email|1
38190|419|32|5|17|In-Person|4
7651|575|11|2|45|Call|2
75861|854|1|1|5|Email|4
11763|1624|85|4|3|Email|4
92538|1587|54|1|37|Call|5
37230|416|89|1|50|Chat|1
78453|820|33|5|46|Chat|2
62205|1814|9|2|17|In-Person|5
70364|157|42|3|28|Call|4
29268|81|18|4|31|In-Person|3
31978|133|7|1|45|Call|1
54491|1702|73|4|32|In-Person|4
42722|925|80|1|4|Call|4
71140|575|80|3|1|Email|1
62838|1399|68|2|43|Call|5
89650|1409|9|1|29|Call|3
12031|1163|23|2|49|In-Person|4
21939|9|16|4|16|Call|1
27833|613|28|1|5|In-Person|2
89150|1183|63|5|22|Chat|4
73409|1130|38|4|24|Chat|2
21523|1626|36|4|33|In-Person|1
64089|685|80|3|44|Email|5
16242|1762|59|5|25|Chat|1
70801|693|17|5|4|In-Person|2
21680|308|91|5|31|In-Person|4
27770|680|80|4|4|In-Person|5
33625|1133|72|2|35|In-Person|5
56293|1144|55|2|38|Email|3
71276|950|35|2|26|Call|1
18156|1276|17|4|45|Email|2
71509|1357|98|3|5|Email|3
92880|1539|43|2|28|Call|2
58850|117|40|2|32|Chat|3
44646|375|35|5|43|In-Person|1
1588|1292|94|3|47|In-Person|1
59784|1433|12|5|45|Email|1
76933|1264|89|4|42|Call|1
55951|1172|77|1|44|Chat|3
6773|511|92|1|43|In-Person|5
33415|1706|24|3|17|Chat|3
34292|924|87|5|16|Chat|5
89173|794|89|1|5|In-Person|5
78605|888|9|4|16|Call|4
85170|1476|41|3|26|Call|4
43550|312|69|1|3|Email|4
33070|1108|61|2|12|Chat|3
2466|757|20|1|31|Email|2
17310|325|80|2|29|Email|1
44033|1090|33|3|46|Email|2
5262|1259|71|3|6|Chat|2
76113|320|65|2|40|Chat|4
62623|765|79|3|19|Call|2
35428|1298|64|3|34|Email|1
96372|1413|56|4|7|Chat|1
967|679|60|2|45|In-Person|2
11051|200|24|5|44|Email|5
13803|709|8|3|21|In-Person|3
67828|457|56|1|23|Email|1
63215|1430|6|4|1|In-Person|4
99062|852|3|3|20|Call|5
43420|1238|34|5|32|In-Person|4
93674|78|43|3|33|Call|1
23630|413|66|5|36|Email|2
63196|1403|92|1|8|Chat|3
53778|1093|14|4|27|Email|3
57141|1089|32|3|36|Chat|2
52509|1530|36|2|40|Call|1
51488|1200|34|1|17|Chat|2
89024|644|88|1|2|In-Person|2
83859|855|42|1|29|Call|1
38304|1174|10|2|18|In-Person|5
86063|553|51|4|42|In-Person|2
69845|836|53|5|20|Email|1
67134|1343|80|1|27|Chat|3
90380|69|75|5|12|In-Person|3
65717|900|49|2|4|Chat|5
50717|23|75|5|41|Email|2
78437|831|63|3|41|Email|1
49668|1799|62|3|47|Email|3
58148|656|48|3|13|In-Person|5
33171|108|69|4|34|Chat|2
93003|1156|81|3|32|Email|4
48921|857|76|3|10|In-Person|4
54353|1290|96|3|19|Call|5
37324|125|69|3|23|Email|3
90728|132|4|3|1|Email|2
78384|1150|83|2|49|Chat|4
58787|155|74|5|49|In-Person|1
32575|1306|55|1|46|In-Person|3
17306|893|84|1|30|Call|2
23555|862|57|5|45|Email|1
38461|291|6|3|32|Chat|5
84480|1234|30|1|21|Call|5
31884|1004|72|2|19|Email|4
87149|1475|49|3|47|Call|2
28903|1566|48|1|38|In-Person|2
46595|1137|3|2|8|Email|4
36326|985|51|5|7|Call|1
72762|692|6|3|13|Chat|4
15138|372|53|4|32|In-Person|1
91056|696|44|4|44|Chat|1
52647|496|82|2|45|Email|5
28386|760|84|4|45|Call|2
24672|363|13|2|33|Chat|3
28584|1563|82|4|40|Call|1
20058|447|92|5|7|Email|4
52376|1430|94|1|30|Chat|1
41724|1451|68|5|31|Call|1
29703|98|37|4|33|In-Person|3
66078|560|60|4|14|Call|2
95173|2|54|2|43|Chat|5
74765|941|32|4|8|Chat|1
90793|580|4|3|25|In-Person|2
79008|738|86|2|35|Email|1
19378|95|93|4|15|In-Person|2
74731|611|52|4|28|Call|2
18223|1516|38|3|8|Chat|3
13397|360|15|2|22|In-Person|5
38044|845|71|1|46|Call|3
60302|273|71|4|44|Chat|3
44751|1211|100|4|23|Email|5
99238|1640|87|3|21|Email|2
96096|99|72|2|39|Call|2
51214|394|29|3|45|In-Person|1
29193|760|7|4|39|Chat|4
68822|1816|49|5|33|In-Person|3
90671|1219|25|5|8|Chat|5
88352|800|65|4|22|Chat|3
26999|1645|42|1|37|Call|5
7814|1475|30|2|24|In-Person|4
78864|720|13|5|22|In-Person|4
54316|710|29|2|40|Email|3
12438|1538|37|2|17|Chat|2
97135|624|56|2|34|Chat|3
64519|1636|45|3|23|Chat|4
32634|909|34|2|45|Email|5
91798|1537|77|1|33|In-Person|5
29161|136|84|1|29|Call|2
96942|1263|26|2|1|Call|1
19817|51|94|2|47|Email|3
53881|1322|52|2|45|Email|3
72959|93|85|1|16|Call|2
80230|873|76|2|27|Chat|4
20653|979|46|4|42|Call|1
63576|194|17|5|5|Call|1
85744|1567|29|2|3|In-Person|5
23872|356|39|4|15|In-Person|3
62010|458|38|1|25|Chat|3
447|1528|77|1|14|Call|5
78465|275|46|2|10|Email|2
59952|337|34|3|18|Email|1
16273|519|69|5|9|In-Person|3
85025|1242|75|4|43|In-Person|3
79661|1443|6|2|24|Chat|4
42134|1187|76|4|4|Chat|2
20828|303|58|1|26|Call|5
42665|1544|38|3|47|In-Person|3
6220|172|1|5|1|In-Person|1
49446|592|51|2|33|In-Person|1
36758|292|41|3|5|Email|1
69733|1810|86|4|1|Call|4
78377|1407|91|4|32|Chat|2
22776|649|91|3|23|In-Person|3
18326|1543|97|5|30|Call|5
48295|1482|67|1|29|Call|3
12251|1034|25|3|33|Email|2
8727|1710|88|4|41|Chat|5
86805|758|24|2|23|Call|3
33278|1446|70|3|24|Call|3
18602|60|70|2|31|Chat|3
97457|474|65|2|40|In-Person|3
71388|1150|96|4|30|Chat|4
37831|689|2|5|32|In-Person|3
64017|1078|47|2|11|In-Person|2
75818|229|73|2|26|Email|2
68368|50|99|4|15|Call|2
77232|1681|88|4|26|In-Person|3
83029|823|90|1|15|Chat|5
4829|191|87|4|47|Email|3
66656|119|42|3|35|Chat|3
15690|826|81|4|32|In-Person|1
6178|18|60|5|40|Email|1
48992|961|53|1|47|Email|4
71372|1533|5|2|28|Chat|1
79515|576|68|1|18|Chat|4
28162|1038|6|4|31|In-Person|5
94305|1396|72|1|47|Call|1
9246|571|12|1|38|Email|3
44705|215|94|1|38|Chat|3
26706|1473|89|1|34|In-Person|4
72682|1708|6|4|5|In-Person|4
93117|469|22|4|20|Email|4
32409|706|11|1|18|Email|1
21235|1756|26|3|15|In-Person|4
78457|614|96|1|35|Email|3
50892|468|55|1|40|Call|3
5603|1190|76|5|9|Chat|4
91023|1337|75|1|2|In-Person|5
691|802|49|4|43|In-Person|5
84297|208|45|5|17|Chat|1
33748|1153|96|1|47|Call|2
33446|921|6|4|11|Call|5
22420|917|52|5|33|Chat|2
92062|1512|55|2|5|Chat|4
65309|11|31|2|20|Email|4
88261|247|72|3|22|Chat|3
68102|1452|8|4|6|Email|5
26822|860|27|1|37|Call|1
9377|1698|49|4|11|Call|4
24123|842|93|3|7|Chat|2
74667|805|9|1|8|Chat|5
